Question,Answers,Comment,Freq,Instructions,Render as
__鬣__，__鬣__犬,たてがみ,"［鬣］一級
音: リョウ 訓: たてがみ
意味: 馬(ウマ)やイノシシ猪などの項(うなじ、首の背側)の長くふさふさとした毛、鬣鬣(リョウリョウ)(髪が長くふさふさしているさま)」、同「髦」。
魚などの顎(あご)から伸びる鬚(ひげ)状のもの、顎鬚(あごひげ)。",鬣 → JPDB Kanji Freq: 3374,漢字の読みを入力してください,Text
__欽__定，__欽__慕，__欽__定憲法,きん,"［欽］準一級
音: キン／コン 訓: 
意味: 敬う、敬い慎み深く振る舞う、畏(かしこ)まる。
天子の行為に冠して敬意を示す語。
欠伸(あくび)をするさま。",欽 → JPDB Kanji Freq: 3375,漢字の読みを入力してください,Text
__滔__々,とう,"［滔］一級
音: トウ 訓: 
意味: (水が)漫漫マンマンと満ちるさま、(水が)どこまでも広がるさま、途切れることなく続くさま、滔滔(トウトウ)。
思いのままに振る舞う、侮(あなど)る、人を見下(みくだ)す。",滔 → JPDB Kanji Freq: 3378,漢字の読みを入力してください,Text
和気__藹藹__,あい,"［藹］一級
音: アイ 訓: 
意味: 樹木が陽を遮(さえぎ)る程に生い茂っているさま。
良い人材がたくさん揃っているさま。
藹藹(アイアイ)草木が盛んに生い茂るさま多いさま、多く集まっているさま薄暗いさま和(なご)やかなさま。",藹 → JPDB Kanji Freq: 3379,漢字の読みを入力してください,Text
溌__剌__，元気溌__剌__,らつ,"［剌］一級
音: ラツ／ラチ 訓: 
意味: 背(そむ)く、逆方向を向く、逆向きに跳(は)ね返る。
乖剌(カイラツ)逆向きに離れる逆(さか)らう。
撥剌(ハツラツ)弓がいっぱいに引き絞(しぼ)られているさま(魚が弓なりになって)勢いよく飛び跳ねるさま力が漲(みなぎ)っているさま、元気が良いさま。",剌 → JPDB Kanji Freq: 3380,漢字の読みを入力してください,Text
__蟄__居，啓__蟄__，__蟄__居閉門,ちつ,"［蟄］一級
音: チユウ／ジュウ／チツ 訓: 
意味: 虫や動物が餌が少ない時期に地中などに身を潜めて活動を控えること、冬籠り(ふゆごもり)する、冬眠する。
内に籠(こも)る、内に入っておとなしくしている。
啓蟄(ケイチツ)、冬籠りしていた虫や動物が動き出すさま、またその頃、旧暦(陰暦、太陰暦)の一月末から二月初めの頃、新暦(太陽暦)では三月初めの頃。",蟄 → JPDB Kanji Freq: 3381,漢字の読みを入力してください,Text
慚__愧__に堪えない，慚__愧__，慙__愧__,き,"［愧］一級
音: キ 訓: は・じる
意味: 恥じる、恥じ入る、同「慙」。
慙愧(ザンキ)、自分を恥じる、自分の至らなさや誤りなどついて恥じる。",愧 → JPDB Kanji Freq: 3383,漢字の読みを入力してください,Text
赤__鰯__，__鰯__，__鰯__の頭も信心から,いわし,"［鰯］準一級
音: いわし 訓: 
意味: 日イワシ鰯、ニシン目の海水魚、同「鰮(鰛)」。",鰯 → JPDB Kanji Freq: 3385,漢字の読みを入力してください,Text
__玻__璃，浄__玻__璃,は,"［玻］一級
音: ハ 訓: 
意味: 玻璃(ハリ)、天然の堅く透明なガラスglas蘭質の石、水晶、玉ギョク(美しく高貴な石)の一つ。",玻 → JPDB Kanji Freq: 3386,漢字の読みを入力してください,Text
虎視__眈眈__,たん,"［眈］一級
音: タン／トン 訓: 
意味: (虎が狙った獲物を見るように)じっと見詰める、虎視眈眈(コシタンタン)。
耽(ふけ)る、夢中になる、他のことを忘れてのめり込む、同「耽」「愖」「湛」(「目」と「耳」は字形が似て判別しにくい場合があり、「眈」と「耽」も同様に判別しにくい)。",眈 → JPDB Kanji Freq: 3387,漢字の読みを入力してください,Text
水__芭__蕉，実__芭__蕉，__芭__蕉,ば,"［芭］準一級
音: ハ／ヘ／バ 訓: 
意味: 香草名、未詳。
芭蕉(バショウ)、バショウ科バショウ属の大型の草、またバショウ属の植物の総称{バショウ}。
芭茅(バボウ)、別名、五節芒(ゴセツボウ)、トキワススキ常磐薄、イネ科ススキ属の草{トキワススキ}。",芭 → JPDB Kanji Freq: 3388,漢字の読みを入力してください,Text
"__伜__
①「自分のむすこ」の、けんそんした言い方。
②「他人のむすこ」の、ぞんざいな言い方。",せがれ,"［伜］一級
音: サイ／ソツ／ソチ 訓: せがれ
意味: 付き添う、付き従う、同「卒」。
予備や補助を目的に主となるものに副(そ)う、同「副」。
日せがれ、自分の息子。",伜 → JPDB Kanji Freq: 3389,漢字の読みを入力してください,Text
画__鋲__，乳__鋲__,びょう,"［鋲］準一級
音: びょう 訓: 
意味: 日頭が大きい釘、「画鋲(がびょう)」。",鋲 → JPDB Kanji Freq: 3390,漢字の読みを入力してください,Text
__忖__度,そん,"［忖］一級
音: ソン 訓: 
意味: 相手の心中(思いや考え、またその深浅・軽重などの度合)を推(お)し測る(量る)、忖度(ソンタク)。",忖 → JPDB Kanji Freq: 3391,漢字の読みを入力してください,Text
__顫__動，__顫__音,せん,"［顫］一級
音: セン 訓: 
意味: (ぶるぶると)震(ふる)える、鼻をぴくぴくさせる。
(頭や体が)揺れ動く。",顫 → JPDB Kanji Freq: 3392,漢字の読みを入力してください,Text
究__竟__，畢__竟__,きょう,"［竟］一級
音: ケイ／キョウ 訓: 
意味: 極まる、尽きる、それ以上先がないところまで行き着く。
終わる、～し終わる、同「傹」。
終(つい)に、終には、結局、結局のところ。
境さかい、境界、他の所有者の土地と接するところ、同「境」。",竟 → JPDB Kanji Freq: 3393,漢字の読みを入力してください,Text
"__頗__る｟副｠
〔文／古風〕非常に。たいへん。
「━元気そうだ・━評判が悪い」",すこぶ,"［頗］準一級
音: ハ 訓: すこぶ・る
意味: 偏(かたよ)る、傾く、真ん中から外れてどちらか片方に寄る。
公平でない。
非常に、とても、かなり、「程度が大きい(多い)さま」をいう。
少し、稍(やや)、「程度が小さい(少ない)さま」をいう。",頗 → JPDB Kanji Freq: 3397,漢字の読みを入力してください,Text
炬__燵__，掘り炬__燵__，置き火__燵__,たつ,"［燵］一級
音: たつ 訓: 
意味: 日「炬燵こたつ」、同「火燵」、櫓(やぐら)を組み中に火種を入れ布団などをかぶせた暖房具。",燵 → JPDB Kanji Freq: 3398,漢字の読みを入力してください,Text
攪__拌__,はん,"［拌］一級
音: ハン／バン 訓: 
意味: 混ぜてかき回す、混ぜてかき回し溶かす、或いは液体と同化させる。
(命などを)投げ出す、棄(す)てる。",拌 → JPDB Kanji Freq: 3402,漢字の読みを入力してください,Text
__鉗__子,かん,"［鉗］一級
音: ケン／ゲン／カン 訓: 
意味: 首枷くびかせ、罪人の首に嵌(は)める鉄製の輪、足枷は「釱」。
物を挟(はさ)む道具、ペンチpliers・プライヤpliers・ニッパーnippersなどの類。
(＜字状に開いているものの先を)閉じる、同「箝」。",鉗 → JPDB Kanji Freq: 3403,漢字の読みを入力してください,Text
吶__喊__，__喊__声,かん,"［喊］一級
音: カン 訓: 
意味: 大声で叫ぶ、大声で呼ぶ、大きな声を出す、大声を張り上げる、同「𠿑」「嚂」。",喊 → JPDB Kanji Freq: 3404,漢字の読みを入力してください,Text
招__聘__，使__聘__,へい,"［聘］一級
音: ヘイ／ヒョウ 訓: 
意味: 訪(たず)ねる、訪(おとず)れる。
訪ね対面して問い聞く、聘問(ヘイモン)。
招(まね)く、招聘(ショウヘイ)
男性側の媒酌人バイシャクニンが妻として迎え入れようとする女性の親を訪(おとず)れ、女性の名や年齢などを問う、娉問(ヘイモン)といい、六礼リクレイ(婚礼に際しての儀礼)の一つ、この礼を経て正式に妻として迎え入れる、同「娉」",聘 → JPDB Kanji Freq: 3405,漢字の読みを入力してください,Text
無__聊__,りょう,"［聊］一級
音: リョウ 訓: いささ・か
意味: 耳が微(かす)かに鳴る、音が微かに聞こえる、同「𦗖」「𦕵」。
いささ・か、ひとまず、取り敢えず。
頼(たよ)る、頼りにする、不聊(ブリョウ)(頼りにならないさま)」。
気晴らし、楽しみ、、無聊(ブリョウ)(気が晴れないさま、楽しめないさま、退屈なさま)」。",聊 → JPDB Kanji Freq: 3407,漢字の読みを入力してください,Text
稚児__髷__，__髷__物，__髷__,まげ,"［髷］一級
音: キョク／コク 訓: まげ
意味: 髪を纏(まと)め巻いたり曲げたりして結(ゆ)い整えた髪、「」同「𩭊」。
日まげ、(髪形ではなく)髪を纏め巻いたり曲げたりした部分、そのため「髷まげ」は「結う(ゆう、結ぶ、結わえる)」という。",髷 → JPDB Kanji Freq: 3412,漢字の読みを入力してください,Text
__寓__話，__寓__意，仮__寓__,ぐう,"［寓］準一級
音: グ／グウ 訓: 
意味: 仮に(一時的に、他の家・所などに)身を寄せる、仮住まいする、仮の住まい、同「庽」「𡪾」。
託(かこつ)ける、例(たと)える。
寓目(グウモク)、目を留める、目を向ける。",寓 → JPDB Kanji Freq: 3414,漢字の読みを入力してください,Text
脳振__盪__,とう,"［盪］一級
音: トウ／ドウ 訓: とろ・ける／とろ・かす
意味: 揺れ動く、揺り動かす、同「蕩」。
揺すって器の汚(よご)れを洗い流す、きれいに取り除く、一掃する、同「蕩」。
簡「荡」。
日とろ・ける、とろ・かす、固体のもの(固いもの)が柔らかくなる。",盪 → JPDB Kanji Freq: 3414,漢字の読みを入力してください,Text
無__謬__，誤__謬__，__謬__見,びゅう,"［謬］準一級
音: ビュウ／ミュウ 訓: 
意味: 違(たが)える、誤(あやま)る、間違う。
誤りを犯(おか)させる、偽(いつわ)る、騙(だま)す。",謬 → JPDB Kanji Freq: 3419,漢字の読みを入力してください,Text
__鴇__色，__鴇__,とき,"［鴇］準一級
音: ホウ 訓: とき
意味: 野雁(ノガン)、ノガン科ノガン属の鳥、また同科同属の鳥の称、ガン雁(カモ科ガン亜科に属する鳥)よりも大きい、同「䳈」「𪁣」「鳵」。
黒毛に白毛が雑(まじ)じって斑(まだら)なさま、同「駂」。
妓院(キイン、妓楼ギロウ、遊女を置いて客に接待させるところ)で遊女を世話する老母、老鴇(ロウホウ)、鴇母(ホウボ)。
日トキ朱鷺・鴇、トキ科トキ属の鳥、中国では、朱䴉(シュカン)。",鴇 → JPDB Kanji Freq: 3422,漢字の読みを入力してください,Text
阿__吽__の呼吸，阿__吽__,うん,"［吽］一級
音: ウン／ゴウ／グ／イン／オン 訓: 
意味: 牛が吼(ほ)える、またその声。
二頭の犬が争い吠(ほ)え合う、またその声。
阿吽(アウン)、最初(阿ア)と最後(吽ウン)。
音オン(おと)や声(こえ)などを表す音写字。",吽 → JPDB Kanji Freq: 3423,漢字の読みを入力してください,Text
"憤__懣__
〔文〕腹が立って、がまんができない〈こと／気持ち〉。
「━やるかたない」",まん,"［懣］一級
音: バン／マン／ボン／モン 訓: 
意味: 煩(わずら)う、あれこれと思い悩む。
悶(もだ)える、思い(悩み・悲しみ・考え・意欲など)が心に満ちる、同「𢟮」「㦖」。",懣 → JPDB Kanji Freq: 3424,漢字の読みを入力してください,Text
__筏__師，花__筏__，__筏__,いかだ,"［筏］準一級
音: ハツ／ボチ 訓: いかだ
意味: 水の上を行き来するために竹を平らに並べ組んだもの、木を組んだものは「栰」。",筏 → JPDB Kanji Freq: 3425,漢字の読みを入力してください,Text
__瀑__布，飛__瀑__，観__瀑__,ばく,"［瀑］一級
音: ホウ／ボウ／ホク／ボク／バク 訓: たき
意味: 滝のように降る激しい雨。
激しく水が流れ落ちる滝。
水しぶきが飛び散る。",瀑 → JPDB Kanji Freq: 3426,漢字の読みを入力してください,Text
__頚__動脈，__頚__椎,けい,"［頚］準一級
音: ケイ／キョウ 訓: くび
意味: 頭と胴体の間にあって頭を支える部分、特にその正面側、後ろ側(背側)は「項」{人体(頭部)}。
瓶ビン(かめ)などの細く窄(すぼ)まった部分。",頚 → JPDB Kanji Freq: 3427,漢字の読みを入力してください,Text
__瑣__末，__瑣__事，煩__瑣__,さ,"［瑣］一級
音: サ 訓: 
意味: 小さいさま、細かいさま、細々(こまごま)したさま、同「𧴪」「璅」「屑」。
細々して役に立たないさま、また取るに足りないさま。
玉ギョク(美しく高貴な石)が触れ合って出る小さな音。
環(わ)状の部品を繋(つな)いで紐(ひも)状にした鎖(くさり)、同「鎖」「璅」。
宮殿の小さな門。
青琑(セイサ)門の青い鎖(くさり)皇宮コウキュウ・コウグウの門、宮門の鎖が青く塗られていたことからという、同「青璅」「青瑣」。",瑣 → JPDB Kanji Freq: 3430,漢字の読みを入力してください,Text
__畢__竟，__畢__生,ひつ,"［畢］準一級
音: ヒツ／ヒチ 訓: 
意味: 鳥などを捕らえるための長い柄の付いた網、一網打尽にする。
全て、悉(ことごと)く。
全て終わる、全て終える、尽きる、～し尽くす。
二十八宿西方白虎ビャッコの一つ{二十八宿}。",畢 → JPDB Kanji Freq: 3431,漢字の読みを入力してください,Text
__噎__せる，__噎__せ返る，__噎__び泣く,む,"［噎］一級
音: エツ／エチ／イツ 訓: むせ・ぶ／むせ・る
意味: 食べ物が咽喉インコウ(のど)に閊(つか)える、同「咽」。",噎 → JPDB Kanji Freq: 3436,漢字の読みを入力してください,Text
青__黴__，__黴__臭い,かび,"［黴］一級
音: バイ／ビ／ミ 訓: かび／かび・る
意味: キノコのように大きくならない真菌シンキンの一つ、またそれが繁殖することによって黒ずむ、同「霉」。
点々と黒ずむ、またくすむ、点々とした染(し)みになる、点々と染みが付く。",黴 → JPDB Kanji Freq: 3437,漢字の読みを入力してください,Text
__椰__子，__椰__子の木,や,"［椰］一級
音: ヤ 訓: 
意味: ココヤシ(ココ椰子)、ヤシ科ココヤシ属の木、また同科同属の木の称、同「枒」(日本ではヤシ科の木を「椰子」と呼ぶが、「椰子」は本来ココヤシの実ココナッツcoconutをいう){ココヤシ}。",椰 → JPDB Kanji Freq: 3438,漢字の読みを入力してください,Text
__蛹__,さなぎ,"［蛹］一級
音: ヨウ／ユウ 訓: さなぎ
意味: 昆虫が幼虫から成虫に変態ヘンタイ(形・状態が変化すること)する状態、同「螝」。",蛹 → JPDB Kanji Freq: 3440,漢字の読みを入力してください,Text
__瑶__林瓊樹,よう,"［瑶］一級
音: ヨウ 訓: 
意味: 大変に美しい石、美しさは玉ギョク(美しく高貴な石)に次ぐという、瑤琨(ヨウコン)。
美しい、優美な、素晴らしい。
中国南部の広西壮族自治区・湖南省・雲南省やベトナム・ラオス・タイの北部などに住む少数民族の名、「瑶族・徭族、傜族・猺族(ヤオゾク){広西壮族自治区}。",瑶 → JPDB Kanji Freq: 3441,漢字の読みを入力してください,Text
__恬__淡，__恬__然，__恬__として，無欲__恬__淡,てん,"［恬］一級
音: テン／デン 訓: 
意味: 静かなさま、穏(おだ)やかなさま、安らかなさま。
落ち着いているさま。
恬淡(テンタン)、淡白タンパクで物事に固執コシツしないさま。",恬 → JPDB Kanji Freq: 3442,漢字の読みを入力してください,Text
__盥__回し， __盥__,たらい,"［盥］一級
音: カン 訓: たらい
意味: 手を洗う、杓子シャクシなどで水を上から手に
手を洗うための水を入れる器。
日たらい、洗濯や水浴び用の器。",盥 → JPDB Kanji Freq: 3443,漢字の読みを入力してください,Text
__縺__れ，__縺__れ込む，__縺__れる,もつ,"［縺］一級
音: レン 訓: もつ・れる
意味: (糸や紐などが)絡(から)み合う、絡み合って解(と)けない。",縺 → JPDB Kanji Freq: 3444,漢字の読みを入力してください,Text
洗い__浚__い，お__浚__い，__浚__う，総__浚__い,さら,"［浚］一級
音: シュン 訓: さら・う
意味: 水底に溜(た)まった泥や土砂を掬(すく)い出して深くする、同「䜭」。
深いさま、奥深いさま、浚谷(シュンコク)(深い谷、谷が奥深いさま)」。
同繁「濬」。",浚 → JPDB Kanji Freq: 3446,漢字の読みを入力してください,Text
"天__麩__羅
__麩__菓子","ぷ,ふ","［麩］一級
音: フ 訓: ふすま
意味: 小麦を碾(ひ)いた時に出る粉状の穀皮(コクヒ、種子を覆っている殻)、また小麦の穀皮を粉状にしたもの、麦滓(むぎかす)、同「麬」「䴸」「麱」。
日水を加えて練った小麦粉に含まれるグルテンgluten(タンパク質の一つ)を使った食品。",麩 → JPDB Kanji Freq: 3447,漢字の読みを入力してください,Text
__碩__学，__碩__儒,せき,"［碩］準一級
音: セキ／ジャク 訓: 
意味: 頭が石のように堅(かた)い。
頭が大きい、大きな頭に知識がぎっしりと詰まっている、碩学(セキガク)(学問・知識が広く深いさま)」。",碩 → JPDB Kanji Freq: 3448,漢字の読みを入力してください,Text
__匡__正，__匡__救__，笠原__匡__ (アオのハコ),きょう,"［匡］準一級
音: キョウ／コウ 訓: ただ・す
意味: 四角い箱状の籠(かご)、同「筐」。
本来の形に正(ただ)す、誤りを正す。
救う、助ける。",匡 → JPDB Kanji Freq: 3449,漢字の読みを入力してください,Text
紡__錘__，紡__錘__形,すい,"［錘］準一級
音: ツイ／ズイ／スイ 訓: おもり／つむ
意味: おもり、秤に使う重り、分銅フンドウ、同「鎚」。
金槌(かなづち、鉄鎚)、ものを叩(たた)くための鉄製の頭に柄(え)を付けた道具、ハンマーhammer、同「鎚」。
重量の単位、1錘=8銖=1/3両、但し異説あり。
簡「锤」。
日つむ、紡いだ糸を巻き取りながら撚りを掛ける道具。",錘 → JPDB Kanji Freq: 3450,漢字の読みを入力してください,Text
__吝__かではない，__吝__か,やぶさ,"［吝］一級
音: リン 訓: しわ・い／お・しむ／やぶさ・か
意味: 物惜しみする、出し惜しみする、けちけちする、同「悋」「慳」。
思い切りが悪い。",吝 → JPDB Kanji Freq: 3452,漢字の読みを入力してください,Text
"__吝__い
〔俗〕けちだ。しみったれだ。",しわ,"［吝］一級
音: リン 訓: しわ・い／お・しむ／やぶさ・か
意味: 物惜しみする、出し惜しみする、けちけちする、同「悋」「慳」。
思い切りが悪い。",吝 → JPDB Kanji Freq: 3452,漢字の読みを入力してください,Text
__脾__臓，__脾__腹,ひ,"［脾］一級
音: ヒ／ビ 訓: 
意味: 五臓(心・肝・脾・肺・腎)の一つ、脾臓(ヒゾウ)、胃の背側(体正面から見て胃の裏側)にある。
腿(もも)、大腿ダイタイ部、脚の膝から上の部分、同「髀」「䏶」。",脾 → JPDB Kanji Freq: 3453,漢字の読みを入力してください,Text
__蟠__る，__蟠__り,わだかま,"［蟠］一級
音: ハン／バン／ボン 訓: わだかま・る
意味: 塒(とぐろ)を巻く、体を丸くする。
塒(とぐろ)を巻いてじっと動かない、どっしりと腰を据(す)えて動かない。
ダンゴムシ団子虫、ワラジムシ目の虫で団子のように体を丸くする虫の総称、別名、鼠婦・鼠負(ソフ)、𧑓蝜(ショフ)、蛜蝛(イイ)。
、蟠曲(ハンキョク)くねくねと曲がる心中に重くのしかかるものがどっしりと腰を据えて動かない",蟠 → JPDB Kanji Freq: 3454,漢字の読みを入力してください,Text
凛__乎__，断__乎__,こ,"［乎］準一級
音: コ／ゴ 訓: か／や
意味: ～か、文末に付いて疑問(～か？)・反問(～であるか？、～ではないだろうか)・推測(～であろうか)などの意を表す語、同「虖」。
～や、強調(～である)などの意を表す語、同「虖」、断乎・断固(ダンコ)(断じて～である)」「確乎、确乎・確固(カッコ)(確かに～である)」。
「ああ」「おう」などの感嘆の声、同「於」「𥾪」「𤚶」、烏乎・烏呼(アア)。
～で、～に、場所や状態を指す語、同「於」。",乎 → JPDB Kanji Freq: 3455,漢字の読みを入力してください,Text
__浣__腸，__浣__腸器,かん,"［浣］一級
音: カン／ガン 訓: 
意味: 濯(すす)いで汚れを洗い落とす、水を掛け流して洗う、同「澣」。",浣 → JPDB Kanji Freq: 3456,漢字の読みを入力してください,Text
__筍__・笋・竹の子,たけのこ,"［筍］一級
音: シュン／ジュン 訓: たけのこ
意味: 竹の若芽、柔らかい竹、同「箰」。
枘(ほぞ)、二本の木材を繋(つな)ぐ時に一本の端は凹状に作り(「枘穴ほぞあな」という)、もう一本の端は凸状に作って(「枘ほぞ」筍(ジュン)という)これを繋ぎ合わせる、その凸状の部分、同「榫」「枘」。
鍾ショウや磬ケイなどの打楽器を吊るすための横木、同「𥯗」「栒」「簨」、それを支える縦木(支柱)は「簴」「虡」、「簨簴・簨虡・𥯗虡、筍簴・栒虡(シュンキョ)(鐘・磬・鼔などを掛ける架台)」{楽器(打楽器)}。",筍 → JPDB Kanji Freq: 3457,漢字の読みを入力してください,Text
__瀟__洒,しょう,"［瀟］一級
音: ショウ 訓: 
意味: 水が清く深いさま、同「潚」。
川名、湖南省南部を源とし湘江ショウコウに
瀟瀟(ショウショウ)俄(にわ)かに風が吹き雨が降り出すさま雨が細々と降るさま。
「瀟灑、瀟洒ショウシャ」、手を加え過ぎずすっきりとしているさま、垢抜けているさま。",瀟 → JPDB Kanji Freq: 3461,漢字の読みを入力してください,Text
赤__蕪__，__蕪__,かぶ,"［蕪］準一級
音: ブ／ム 訓: かぶ／かぶら
意味: 荒れる、ものを覆うほどに雑草が伸び放題になる、同「廡」。
他のものや必要のないものが入り交じる、不純な、汚(きたな)らしい、醜(みにく)い、同「穢」。
蕪菁(ブセイ)、カブ蕪・蕪菁、アブラナ科アブラナ属の草、同、蔓菁(マンセイ){カブ}。",蕪 → JPDB Kanji Freq: 3465,漢字の読みを入力してください,Text
__鈎__章棘句,こう,"［鈎］準一級
音: コウ／ク 訓: かぎ
意味: 引っ掛けるために」Ｊ字状に針や棒の先を曲げたもの、フックhook、またそこに引っ掛ける、帯鈎(タイコウ)(帯の留め具、帯留め)」{服飾(留具)}。
」Ｊ字状に曲がったもの、引っ掛けるようにして切る刀や鎌など。
(奥にあるものを)引っ掛けるようにして取り出す。
鉤繩規矩(コウジョウキク)、規矩鉤繩(キクコウジョウ)曲がる線を描く道具(曲尺や雲形定規のようなものと思われる)と縄(墨縄、直線を引く道具)物事の基準となるもの。",鈎 → JPDB Kanji Freq: 3466,漢字の読みを入力してください,Text
敵__愾__心,がい,"［愾］一級
音: キ／ケ／カイ／ガイ 訓: 
意味: 心中に様々な感情(悲しみ・怒り・喜びなど)が満ちる。
(心中に鬱積するものがあって)大きな溜息(ためいき)をつく、「体の中(心)の気が口から出てくる」の意。
(心中に満ちたものを一気に吐き出すように)怒る。
簡「忾」。",愾 → JPDB Kanji Freq: 3467,漢字の読みを入力してください,Text
虹__鱒__，__鱒__,ます,"［鱒］準一級
音: ソン／ゾン 訓: ます
意味: カワアカメ、コイ科カワアカメ属の淡水魚、赤眼鱒(セキガンソン)、同「鮅」。
日マス鱒、サケ科タイセイヨウサケ属に属する魚、また同属の魚の総称",鱒 → JPDB Kanji Freq: 3471,漢字の読みを入力してください,Text
"__愈__
①よりいっそう。ますます。さらに。「これから―忙しくなる」
②とうとう。ついに。「―別れの時が来た」",いよいよ,"［愈］準一級
音: ユ 訓: 
意味: 増々ますます、いよいよ。
勝(まさ)る。
病気が癒える。",愈 → JPDB Kanji Freq: 3473,漢字の読みを入力してください,Text
川__獺__，__獺__,うそ,"［獺］一級
音: タツ／タチ／ダツ 訓: かわうそ
意味: 獺(カワウソ)、イタチ科カワウソ亜科の哺乳類の称、水獺(スイライ)。
獺祭(ダッサイ)獺(カワウソ)が獲った魚(獲物)を並べること、祭礼の際に供物(獲物)を祭壇に並べることに似ていることから詩文を作る際に引用や参考にする書物を並べ置くこと。",獺 → JPDB Kanji Freq: 3474,漢字の読みを入力してください,Text
"__稍__
少し。いくらか。",やや,"［稍］一級
音: ソウ／ショウ 訓: やや
意味: 穀物の穂先。
小さい。
漸(ようや)く、徐々に、少しずつ。
少し、ちょっと、足りない(全くない)ことはないが十分ではない。",稍 → JPDB Kanji Freq: 3475,漢字の読みを入力してください,Text
"__拿__捕｟名・他サ｠
〔敵の〕船などをとらえること。",だ,"［拿］一級
音: ダ／ナ 訓: 
意味: 手前に引く、手で引っ張る、同「𢮝」。
手で取る、手で掴(つか)む、手で握(にぎ)る、手の中に収(おさ)める、同「挐」。
捕(と)らえる、捕(つか)まえる。",拿 → JPDB Kanji Freq: 3477,漢字の読みを入力してください,Text
老__獪__，狡猾老__獪__,かい,"［獪］一級
音: カイ／ケ 訓: 
意味: 狡(ずる)い、すばしこい(すばしっこい)、するりと身を躱(かわ)してうまく逃(のが)れる、狡賢(ずるがしこ)い、狡猾(コウカツ)、狡獪(コウカイ)。",獪 → JPDB Kanji Freq: 3479,漢字の読みを入力してください,Text
__掩__蔽，__掩__蓋，__掩__撃,えん,"［掩］準一級
音: エン 訓: おお・う
意味: 上から覆(おお)う、被(かぶ)せる。
他から見えないようにする、また閉める、また遮(さえぎ)る。
中に(内に)入れる、しまい込む、隠す。",掩 → JPDB Kanji Freq: 3480,漢字の読みを入力してください,Text
__幇__助，__幇__間，自殺__幇__助,ほう,"［幇］一級
音: ホウ 訓: 
意味: 両脇(また周り)から支え助ける、手助けする、幇助(ホウジョ)。
鞋カイ・アイ(短靴)の側面の部分、或いは靴底以外の足を包む部分、同「鞤」「䩷」「縍」。",幇 → JPDB Kanji Freq: 3482,漢字の読みを入力してください,Text
"寸__毫__，__毫__も
〔文〕少しも。ちっとも。",ごう,"［毫］一級
音: コウ／ゴウ 訓: 
意味: (動物の)長く細い毛。
(細い毛のように)ほんの少し、僅(わず)か。
(細い毛を束ねて作った)筆、筆の穂先。
千分の一、10の-3乗、ミリmilli、日本では、毛(モウ)が用いられる{数字}、重量の単位{各種単位}、面積の単位{各種単位}。",毫 → JPDB Kanji Freq: 3484,漢字の読みを入力してください,Text
"__夙__に
①〔文〕（ずっと）以前から。早くから。
「━名高い」
②〔俗〕特に。ことに。
「最近━思う」",つと,"［夙］準一級
音: シュク／スク 訓: つと・に
意味: 朝早い、早朝。
早い(時間、時期)、以前の。",夙 → JPDB Kanji Freq: 3485,漢字の読みを入力してください,Text
__婉__曲，__婉__然，__婉__曲的,えん,"［婉］一級
音: エン／オン 訓: 
意味: 穏和オンワなさま、角々(かどかど)しくないさま、人当たりが良いさま、同「䛷」。
(性格や言動が)穏やかで美しいさま。",婉 → JPDB Kanji Freq: 3486,漢字の読みを入力してください,Text
__縊__り殺す，見__縊__る，__縊__る,くび,"［縊］一級
音: イ／エイ／アイ 訓: くび・る／くび・れる
意味: 吊り下げた縄(なわ)や紐(ひも)で自らの首を括(くく)る。
首に縄や紐を括って絞める。",縊 → JPDB Kanji Freq: 3487,漢字の読みを入力してください,Text
縄手・__畷__,なわて,"［畷］準一級
音: テイ／タイ／テツ／テチ 訓: なわて
意味: 田畑を区切るように縦横に通る小道、畔道(あぜみち、畦道)。",畷 → JPDB Kanji Freq: 3488,漢字の読みを入力してください,Text
"血__痰__，__痰__壺，喀__痰__，喀__痰__検査
咳とともに出る、ねばっこいもの。",たん,"［痰］一級
音: タン／ダン 訓: 
意味: 気管などから分泌され口から出て来る粘液。",痰 → JPDB Kanji Freq: 3490,漢字の読みを入力してください,Text
"別__嬪__
美しい女性。
「━さん」
もとは「別品」で、特別にいい品物。",ひん,"［嬪］一級
音: ヒン／ビン 訓: 
意味: 嫁(よめ)に行く、女性が自家を出て結婚相手の男性の家に行く。
皇帝などの高貴な人の正妻以外の妻。
皇帝の側女(そばめ、身近に仕える女性)、宮中の女官。
婦人、婦人の美称。
亡くなった妻に対する美称、生きている間は「妻」。",嬪 → JPDB Kanji Freq: 3492,漢字の読みを入力してください,Text
標__榜__,ぼう,"［榜］一級
音: ホウ／ヒョウ 訓: 
意味: (建物の正面入口上部や門の上部中央に掲げる)建物名や題目などを記した横長の額ガク、同「牓」。
衆人(シュウジン、多くの一般の人)に告示・告知するための立て札。
弓や弩ド(機械仕掛けの弓)の狂いや歪みを整えるための当て木、弓矯(ゆだめ)。
舟を漕(こ)ぐための櫓ロや櫂(かい)、これを使って舟を漕ぐことを「搒」。
罪人を打ち叩く棒、これを使って叩くことを「搒」。",榜 → JPDB Kanji Freq: 3493,漢字の読みを入力してください,Text
