Question,Answers,Comment,Freq,Instructions,Render as
__調__べる，__調__べ,しら,"［調］八級
音: チョウ／ジョウ 訓: ととの・える／ととの・う／しら・べる
意味: 整える、釣り合いを取る、バランスbalanceを取る、不均衡・不公平などでない状態にする、不快感・違和感などを感じない状態に整える、調和(チョウワ)。
音律・音階の具合、音や声の抑揚ヨクヨウの具合、またそれを合わせる。
揃える、取り揃える。
古代の税「租・庸・調」の一つ、租ソ(穀物)、庸(ヨウ)(労役)以外の布などの現物。",調 → JPDB Kanji Freq: 219,漢字の読みを入力してください,Text
__調__える，__調__う,ととの,"［調］八級
音: チョウ／ジョウ 訓: ととの・える／ととの・う／しら・べる
意味: 整える、釣り合いを取る、バランスbalanceを取る、不均衡・不公平などでない状態にする、不快感・違和感などを感じない状態に整える、調和(チョウワ)。
音律・音階の具合、音や声の抑揚ヨクヨウの具合、またそれを合わせる。
揃える、取り揃える。
古代の税「租・庸・調」の一つ、租ソ(穀物)、庸(ヨウ)(労役)以外の布などの現物。",調 → JPDB Kanji Freq: 219,漢字の読みを入力してください,Text
__田__，豊__田__，__田__植え,た,"［田］十級
音: テン／デン 訓: た
意味: 畦(あぜ)などで区画され平らに整地された耕作地、主に農作物を栽培する土地、同「佃」。
狩(か)り、狩りをする、田漁(デンギョ)(漁猟ギョリョウ)」、田犬(デンケン)(狩猟犬)」、同「畋」「佃」。
た、たへん、部首名。",田 → JPDB Kanji Freq: 218,漢字の読みを入力してください,Text
__野__，__野__原，__野__放し,の,"［野］九級
音: ヤ 訓: の
意味: 郊外コウガイ、都(みやこ)を囲む城壁の外に広がる地で都から百里以内の地を、郊(コウ)、その外を、野(ヤ)、その外を、林(リン)、その外を、冂(ケイ)といった。
都から離れているところ、(周りに遮(さえぎ)るものがない)広々としたところ、またその区域・範囲
民間ミンカン、「都(朝廷)の外にある」の意
自然のままであるさま、田舎びたさま、洗練されていないさま。",野 → JPDB Kanji Freq: 217,漢字の読みを入力してください,Text
__起__こる，__起__こす，__起__きる，早__起__き,お,"［起］八級
音: キ／コ 訓: お・きる／お・こす／お・こる／た・つ
意味: (横になっている状態・低い状態から上に向かって)立つ、立ち上がる、立たせる、立ち上げる。
(それまで動きのなかった物事が)動き出す、動き始める。
物事を動かす、始める、始まる、物事の始まり。",起 → JPDB Kanji Freq: 216,漢字の読みを入力してください,Text
__親__，__親__子，父__親__,おや,"［親］九級
音: シン 訓: おや／した・しい／した・しむ／ちか・しい
意味: 身近にいる、近しい。
関係が近い、関係が深い。
父母。
血縁・婚姻関係にある人。
深く付き合う、気兼ねなく接することができる、気の置けない。
自ら、自分で。",親 → JPDB Kanji Freq: 215,漢字の読みを入力してください,Text
__親__しむ，__親__しい，__親__しさ,した,"［親］九級
音: シン 訓: おや／した・しい／した・しむ／ちか・しい
意味: 身近にいる、近しい。
関係が近い、関係が深い。
父母。
血縁・婚姻関係にある人。
深く付き合う、気兼ねなく接することができる、気の置けない。
自ら、自分で。",親 → JPDB Kanji Freq: 215,漢字の読みを入力してください,Text
"社  (屋代)
神をまつってある所。また、そのたてもの。神社。",やしろ,"［社］九級
音: シャ／ジャ 訓: やしろ
意味: 土地の神、土地の神を祀(まつ)る建物。
同種また同じ目的を持つ人から成る集まり。",社 → JPDB Kanji Freq: 214,漢字の読みを入力してください,Text
__美__しい，__美__しさ,うつく,"［美］八級
音: ビ／ミ 訓: うつく・しい
意味: 綺麗な、姿形が良い。
善(よ)い、良い、優(すぐ)れている。
美味しい、味が良い、甘い。
褒(ほ)める、称賛する。",美 → JPDB Kanji Freq: 213,漢字の読みを入力してください,Text
__呼__ぶ，__呼__び声,よ,"［呼］五級
音: コ／ク 訓: よ・ぶ
意味: 大きな声を出す、呼号(コゴウ)(大声で叫ぶ、また泣く)」。
人に声を掛ける、人に声を掛け招く。
名付(なづ)ける、名前、「呼び名」、呼称(コショウ)。
大きく息を吐き出す、、呼吸(コキュウ)(息を吐き息を吸うこと)」。
「ひゅー」「ぴゅー」などの息や風が空気を震わせる音。
、嗚呼・烏乎(アア)、「ああ」「おう」というような感嘆の声、同「歍歑」。",呼 → JPDB Kanji Freq: 212,漢字の読みを入力してください,Text
"__安__んぞ・焉んぞ
〔文〕おもに反語に使うことば。どうして。
「━知らん〔＝どうして知っていようか、知るはずもない〕」",いずく,"［安］八級
音: アン 訓: やす・らぐ／やす・い／やす・んずる／いずく・んぞ／いずく・に
意味: 心を乱すものも体を縛るものもなく穏(おだ)やかなさま、気に掛かるようなことがなくゆったりとしたさま。
揺(ゆ)らぎや乱れがないさま、落ち着くさま。
いずく・んぞ、どうして、どうして～なのか。
いずく・に、何処(どこ)に、安在(アンザイ)(何処？、何処にある？、何処に居る？)」。
日やす・い、価値相応の価格に比べて価格が低い。",安 → JPDB Kanji Freq: 211,漢字の読みを入力してください,Text
__安__い，__安__らかだ,やす,"［安］八級
音: アン 訓: やす・らぐ／やす・い／やす・んずる／いずく・んぞ／いずく・に
意味: 心を乱すものも体を縛るものもなく穏(おだ)やかなさま、気に掛かるようなことがなくゆったりとしたさま。
揺(ゆ)らぎや乱れがないさま、落ち着くさま。
いずく・んぞ、どうして、どうして～なのか。
いずく・に、何処(どこ)に、安在(アンザイ)(何処？、何処にある？、何処に居る？)」。
日やす・い、価値相応の価格に比べて価格が低い。",安 → JPDB Kanji Freq: 211,漢字の読みを入力してください,Text
__絶__やす，__絶__つ，__絶__える,た,"［絶］六級
音: セツ／ゼツ／ゼチ 訓: た・つ／た・える／た・やす
意味: (一本の糸・続いているもの・繋がっているものを途中で)断(た)ち切る、切り離す、同「𢇍」「𠤉」。
きっぱりと分(わ)かつ。
(それまで続いていたもの・繋がっていたものが)途切れる、切れてその先が続いて行かない。
(続いていたもの・繋がっていたものの)その先がない、その先には何もない。
(続いていたもの・繋がっていたものが)尽(つ)きる、滅(ほろ)ぶ。
それ以上はない、甚(はなは)だしい、非常に、極めて。",絶 → JPDB Kanji Freq: 210,漢字の読みを入力してください,Text
__風__上，__風__車,かざ,"［風］九級
音: ホウ／フウ／フ 訓: かぜ／かざ
意味: 大気の流れや揺らぎ{風}。
(風に乗って)どこからともなく届いて来る話や様子。
(風のように自然に広まる)一般的な習慣や傾向。
譬える、似たもの。
かぜ、部首名。",風 → JPDB Kanji Freq: 209,漢字の読みを入力してください,Text
__風__，そよ__風__,かぜ,"［風］九級
音: ホウ／フウ／フ 訓: かぜ／かざ
意味: 大気の流れや揺らぎ{風}。
(風に乗って)どこからともなく届いて来る話や様子。
(風のように自然に広まる)一般的な習慣や傾向。
譬える、似たもの。
かぜ、部首名。",風 → JPDB Kanji Freq: 209,漢字の読みを入力してください,Text
__業__，仕__業__，早__業__,わざ,"［業］八級
音: ギョウ／ゴウ 訓: わざ
意味: 鍾ショウや磬ケイなどの打楽器を吊るすための横木(筍)の上の横板、吊るした楽器の位置が演奏中にずれないように凹みや突起がついていたという、「业」はそれを象ったもの、同「㸣」「𢄁」。
(特に生活するための)仕事、仕事をする、それによって得た財産、「産業」は中国では「資産・私有財産」のこと。
学問、技芸。
行い、行為、それによって受ける報い。
既に。",業 → JPDB Kanji Freq: 207,漢字の読みを入力してください,Text
__命__，__命__拾い,いのち,"［命］八級
音: メイ／ミョウ 訓: いのち／みこと
意味: 天や神から差し遣(さしつ)わされるもの、また授(さず)かるもの、生命(セイメイ)、寿命(ジュミョウ)、運命(ウンメイ)。
身分・地位が高い人や敬うべき人からの指示や教え、、命令(メイレイ)。
名前を授かる、名付(なづ)ける、、命名(メイメイ)。
日神、神の称号。",命 → JPDB Kanji Freq: 206,漢字の読みを入力してください,Text
__色__，桜__色__，__色__づく,いろ,"［色］九級
音: ソク／シキ／ショク 訓: いろ
意味: 視覚によって認識するものの内、形状以外のもの、(特に顔の)表情、彩(いろどり)り、具合(ぐあい)、様子。
男女間の情欲ジョウヨク。
種類、二色=二種類。
いろ、部首名。",色 → JPDB Kanji Freq: 205,漢字の読みを入力してください,Text
__水__，__水__商売，__水__臭い，__水__色，__水__浴び,みず,"［水］十級
音: スイ 訓: みず／みな／み
意味: 器などに入れると水平になる(器に合わせて形を変える)液体、液状のもの、酸素と水素からなる液体H2O、(一般には人工的に他のものを加えていない水・澄んでいる水・常温の水を指す)。
川・沼・湖・海など(水のあるところ)を指す語、特に川・河・江(水の流れ)を指す。
汁状のもの、汁が多いもの(水っぽいもの)。
五行(木・火・土・金・水)の一つ{五行}。
日。",水 → JPDB Kanji Freq: 204,漢字の読みを入力してください,Text
__機__，__機__織り,はた,"［機］七級
音: キ／ケ 訓: はた
意味: 布を織る装置、機織(キショク)(はたおり)」。
ある仕事をさせる(する)ために人や部品を組み合わせて作り上げた仕組みや仕掛け(組織や装置)。
機関(キカン)ある仕事をさせる(する)ための仕組みや仕掛け、絡繰(からくり、機関)ある仕事をするために設けた組織ある目的を達するための方法を考え組み立てること、企(たくら)み。
枢機(スウキ)枢スウ(くるる、開き戸を開閉するために扉の上下に取り付けた突起)と機キ(機械仕掛けの弓の発射装置)物事の中心的・重要な部分、また重要な役職・部署。
物事が起こったり変化したりする際の要(かなめ)となる部分やタイミングtiming。
機変(キヘン)、その時や場に応じて巧(たく)みに対応すること、また対応が巧みなこと。
簡「机」。",機 → JPDB Kanji Freq: 203,漢字の読みを入力してください,Text
__数__，__数__々,かず,"［数］九級
音: ス／シュ／サク／スウ 訓: かず／かぞ・える
意味: かず、同種のもの(繰り返されるもの)の多少を表す語。
かぞ・える、一つ二つ(一回二回)と計算する、またその多少。
細かい、煩(わずら)わしい。
しばしば、同じことを何度も、度々(たびたび)。",数 → JPDB Kanji Freq: 202,漢字の読みを入力してください,Text
__数__える，__数__え年,かぞ,"［数］九級
音: ス／シュ／サク／スウ 訓: かず／かぞ・える
意味: かず、同種のもの(繰り返されるもの)の多少を表す語。
かぞ・える、一つ二つ(一回二回)と計算する、またその多少。
細かい、煩(わずら)わしい。
しばしば、同じことを何度も、度々(たびたび)。",数 → JPDB Kanji Freq: 202,漢字の読みを入力してください,Text
"__三つ__，__三日__
__三つ__指，__三日__月","みっつ,みつ,みか,みっか","［三］十級
音: サン 訓: み／みつ／みっ・つ
意味: 数の名、三番目{数字}。",三 → JPDB Kanji Freq: 201,漢字の読みを入力してください,Text
__残__る，__残__り，__残__す，食べ__残__し,のこ,"［残］七級
音: サン／ザン 訓: のこ・る／のこ・り／のこ・す
意味: 傷付ける、害(ガイ)する、壊(こわ)す。
踏(ふ)み付けにする、平気で人に危害を加える。
酷(むご)い。
必要なものを取り除いた余り、必要なものを満たすために不足している分量。",残 → JPDB Kanji Freq: 200,漢字の読みを入力してください,Text
__成__る，__成__り立つ，__成__す，__成__し遂げる,な,"［成］七級
音: セイ／ジョウ 訓: な・る／な・す
意味: 為(な)す、形や状態などを変えようとする、また変わろうとする。
本来の形や状態になる、目的・目標を持って働き、当初の目的・目標に達する、出来上がる、仕上がる、成就(ジョウジュ)。
積み重なる、積み重なってある形や状態になる、またある形や状態に仕上げる。
十里四方の耕作地(田畑)、一里四方の耕作地を「井」といい、1成＝100井、「井」参照{井田制}。
十分の一、1成=1割、同「𧶔」。",成 → JPDB Kanji Freq: 199,漢字の読みを入力してください,Text
__母__，__母__親,はは,"［母］九級
音: ボウ／ム／モ／ボ 訓: はは
意味: 女親(おんなおや)。
子を生み育てる性、雌性シセイ、女性。
物事を生み出す元(もと)となるもの、生まれた場所。",母 → JPDB Kanji Freq: 198,漢字の読みを入力してください,Text
__始__める，__始__め，__始__まる，__始__まり,はじ,"［始］八級
音: シ 訓: はじ・まる／はじ・め／はじ・める
意味: それ以降続く物事の最初、出だし、「始」は「物事はまず～から始める、～から始まる」、「初」は「物事はまず初めに～する、～の初め」。
初めて、～の時に至ってやっと、同「初」。",始 → JPDB Kanji Freq: 197,漢字の読みを入力してください,Text
__可__くして，__可__く，__可__い，__可__からず，__可__かりけり，__可__き，__可__し，__可__からざる,べ,"［可］六級
音: カ 訓: べ・し
意味: よい、よろしい、～してよい、同意の語。
認める、許す、許可の意を表す語。
～できる、可能性を示す語。
(当然)～すべきである、(必ず、きっと)～となるだろう。
～ばかり、凡(おおよ)そ～、～ほど。",可 → JPDB Kanji Freq: 196,漢字の読みを入力してください,Text
__多__い,おお,"［多］九級
音: タ 訓: おお・い
意味: 数や度量ドリョウ(ものの多少・軽重・長短・高低・深浅・強弱など)が、あるべき(必要とする)数や度量より大きい、また余りある、またそれを超えている、少ないのは「少」「寡」。
何層にもなる、何度も繰り返される。",多 → JPDB Kanji Freq: 195,漢字の読みを入力してください,Text
__主__な人々,おも,"［主］八級
音: シュ／ス 訓: おも・な／おも・に／ぬし／あるじ
意味: 蝋燭やランプなどの灯心、同「炷」。
多くの中で特に重要な、またそのような人。
中心となるもの、中心にあるもの、またそのような人。
司(つかさど)る、中心となって統治・統括する、またそのような人。",主 → JPDB Kanji Freq: 194,漢字の読みを入力してください,Text
"__主__
家や店の主人。また、家の持ち主。例 店の主。",あるじ,"［主］八級
音: シュ／ス 訓: おも・な／おも・に／ぬし／あるじ
意味: 蝋燭やランプなどの灯心、同「炷」。
多くの中で特に重要な、またそのような人。
中心となるもの、中心にあるもの、またそのような人。
司(つかさど)る、中心となって統治・統括する、またそのような人。",主 → JPDB Kanji Freq: 194,漢字の読みを入力してください,Text
__主__，地__主__,ぬし,"［主］八級
音: シュ／ス 訓: おも・な／おも・に／ぬし／あるじ
意味: 蝋燭やランプなどの灯心、同「炷」。
多くの中で特に重要な、またそのような人。
中心となるもの、中心にあるもの、またそのような人。
司(つかさど)る、中心となって統治・統括する、またそのような人。",主 → JPDB Kanji Freq: 194,漢字の読みを入力してください,Text
__戻__る，後__戻__り，__戻__す，差し__戻__し,もど,"［戻］凖二級
音: レイ／ライ 訓: もど・る／もと・る
意味: 車の左右側の扉。
日もど・る、元と同じ状態になる、逆方向に向かって元の場所に帰る
日",戻 → JPDB Kanji Freq: 193,漢字の読みを入力してください,Text
"__止__める
①続いてきたことを、とめる。
「勉強を━・酒を━・やめて、お願い」
②とりやめる。
「行くのを━」",や,"［止］九級
音: シ 訓: とど・まる／とど・める／と・まる／と・める／や・める／や・む／よ・す
意味: ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)。
体を支える足(あし)。
同じ所に留(とど)まって動かない(「止」は止まったまま動かないことをいい、「停」は動きの途中で一時的に止まることをいう)。
動いているものを(していることを)押えて動ないようにする、また動かなくなる、動きを(していることを)終わらせる、また終わる、留める、留まる。
とめる、部首名。",止 → JPDB Kanji Freq: 192,漢字の読みを入力してください,Text
"__止__す (1,2)
とちゅうでやめる。
「言い━」","よ,さ","［止］九級
音: シ 訓: とど・まる／とど・める／と・まる／と・める／や・める／や・む／よ・す
意味: ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)。
体を支える足(あし)。
同じ所に留(とど)まって動かない(「止」は止まったまま動かないことをいい、「停」は動きの途中で一時的に止まることをいう)。
動いているものを(していることを)押えて動ないようにする、また動かなくなる、動きを(していることを)終わらせる、また終わる、留める、留まる。
とめる、部首名。",止 → JPDB Kanji Freq: 192,漢字の読みを入力してください,Text
駐まる・__止__める，歯__止__め，__止__まる，行き__止__まり,と,"［止］九級
音: シ 訓: とど・まる／とど・める／と・まる／と・める／や・める／や・む／よ・す
意味: ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)。
体を支える足(あし)。
同じ所に留(とど)まって動かない(「止」は止まったまま動かないことをいい、「停」は動きの途中で一時的に止まることをいう)。
動いているものを(していることを)押えて動ないようにする、また動かなくなる、動きを(していることを)終わらせる、また終わる、留める、留まる。
とめる、部首名。",止 → JPDB Kanji Freq: 192,漢字の読みを入力してください,Text
"__止__まる，__留__まる
❶そこから動かない。例: 現地に止まる。
❷そのはんいでおさまる。例: 被害にあったのは五百人に止まらない。",とど,"［止］九級
音: シ 訓: とど・まる／とど・める／と・まる／と・める／や・める／や・む／よ・す
意味: ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)。
体を支える足(あし)。
同じ所に留(とど)まって動かない(「止」は止まったまま動かないことをいい、「停」は動きの途中で一時的に止まることをいう)。
動いているものを(していることを)押えて動ないようにする、また動かなくなる、動きを(していることを)終わらせる、また終わる、留める、留まる。
とめる、部首名。",止 → JPDB Kanji Freq: 192,漢字の読みを入力してください,Text
__指__，__指__先,ゆび,"［指］八級
音: シ 訓: ゆび／ゆび・さす／さ・す
意味: ゆび、手足の先に伸び出た体の一部{人体(上肢)}。
ゆび・さす、さ・す、物事の方向を示す。
意図するところ、考え、意向、同「旨」。",指 → JPDB Kanji Freq: 191,漢字の読みを入力してください,Text
__指__す，__指__図，名__指__し,さ,"［指］八級
音: シ 訓: ゆび／ゆび・さす／さ・す
意味: ゆび、手足の先に伸び出た体の一部{人体(上肢)}。
ゆび・さす、さ・す、物事の方向を示す。
意図するところ、考え、意向、同「旨」。",指 → JPDB Kanji Freq: 191,漢字の読みを入力してください,Text
__表__れる・顕れる，__表__す・顕す,あらわ,"［表］八級
音: ヒョウ 訓: おもて／あらわ・れる／あらわ・す
意味: 重ね着をする際に最も上(外側)に羽織(はお)る衣服、上着(うわぎ)、外衣ガイイ、本「𧘝」、同「𧞧」。
外側、外側に面した部分。
人の目に触れる、またその部分。
人の目に触れるようにする、人にはっきりと示す。
主君や役所などに意志・意見を伝えるために認(したた)めた文書。
内容がはっきりと分かるようにしたもの、分かりやすく並べたもの。
小型の時計、手表・手錶(シュヒョウ)(腕時計)」、同繁「錶」。",表 → JPDB Kanji Freq: 190,漢字の読みを入力してください,Text
__表__，__表__門，裏__表__,おもて,"［表］八級
音: ヒョウ 訓: おもて／あらわ・れる／あらわ・す
意味: 重ね着をする際に最も上(外側)に羽織(はお)る衣服、上着(うわぎ)、外衣ガイイ、本「𧘝」、同「𧞧」。
外側、外側に面した部分。
人の目に触れる、またその部分。
人の目に触れるようにする、人にはっきりと示す。
主君や役所などに意志・意見を伝えるために認(したた)めた文書。
内容がはっきりと分かるようにしたもの、分かりやすく並べたもの。
小型の時計、手表・手錶(シュヒョウ)(腕時計)」、同繁「錶」。",表 → JPDB Kanji Freq: 190,漢字の読みを入力してください,Text
__願__う，__願__い，__願__わしい,ねが,"［願］七級
音: ゲン／ゴン／ガン 訓: ねが・う／ねが・い／ねが・わくは
意味: ひたすら欲しいと思う、望みが叶(かな)って欲しいとひたすら思う。
望むものが手に入るようにと希(こいねが)う、希望する。
ねが・わくは、～したい、～して欲しい、～になって(～であって)欲しい、「望んでいることは～である」の意。
頭(あたま)、同「𩕾」。
簡「愿」。",願 → JPDB Kanji Freq: 189,漢字の読みを入力してください,Text
"__撃__つ，早__撃__ち
__羽撃__く","う,はばた","［撃］四級
音: ケキ／キャク／ゲキ 訓: う・つ
意味: (軽く繰り返すのではなく一挙に)強く打つ、また撲(なぐ)る、また叩(たた)く。
相手に激しく突き掛かる。
敵を攻める、また滅ぼす。",撃 → JPDB Kanji Freq: 188,漢字の読みを入力してください,Text
__次__ぐ，__次__いで〔副〕,つ,"［次］八級
音: シ／ジ 訓: つぎ／つ・ぐ
意味: 並びや繰り返しの先頭の後に続く二番目。
後(あと)に続く、～の後に続いて～。
順序、次第(シダイ)。
繰り返される物事の回数、また順序、数次(スウジ)(数回)」、一次(イチジ)(一回目、一度目)」。
途中で一時留(とど)まる、旅や行軍の途中で宿(やど)る、またその場所。",次 → JPDB Kanji Freq: 186,漢字の読みを入力してください,Text
__次__，__次__に，__次__々と,つぎ,"［次］八級
音: シ／ジ 訓: つぎ／つ・ぐ
意味: 並びや繰り返しの先頭の後に続く二番目。
後(あと)に続く、～の後に続いて～。
順序、次第(シダイ)。
繰り返される物事の回数、また順序、数次(スウジ)(数回)」、一次(イチジ)(一回目、一度目)」。
途中で一時留(とど)まる、旅や行軍の途中で宿(やど)る、またその場所。",次 → JPDB Kanji Freq: 186,漢字の読みを入力してください,Text
"__番__える，__番__う，蝶__番__
①二つのものが組み合う。対になる。
②動物の雌雄が交尾する。つるむ。",つが,"［番］九級
音: ハン／ホン／バン 訓: つがい／つが・う／つが・える
意味: 順に並んでいるものを次々に入れ替えながら繰り返すこと、またその順位、またその順位に当たること、輪番(リンバン)(順番に交替しながら繰り返すこと)」、當番(トウバン)(当番、交代で務める職務に就くこと)」。
(指が放射状に伸びる)獣の足、同「𥸨」。
(四周の特に西方の異民族を指す語で)外国の、外国人、同「蕃」。
日見張り、見張り役をする。
日。",番 → JPDB Kanji Freq: 185,漢字の読みを入力してください,Text
__店__，夜__店__,みせ,"［店］九級
音: テン 訓: みせ／たな
意味: みせ、物を並べ売る建物、「一定の場所を占めて商売する屋根(广)のある所」の意。
たな、商品を並べる陳列棚、売り手と買い手を隔(へだ)てるカウンター、同「坫」。
日たな、貸家。",店 → JPDB Kanji Freq: 183,漢字の読みを入力してください,Text
__店__子，大__店__,たな,"［店］九級
音: テン 訓: みせ／たな
意味: みせ、物を並べ売る建物、「一定の場所を占めて商売する屋根(广)のある所」の意。
たな、商品を並べる陳列棚、売り手と買い手を隔(へだ)てるカウンター、同「坫」。
日たな、貸家。",店 → JPDB Kanji Freq: 183,漢字の読みを入力してください,Text
__書__く,か,"［書］九級
音: ショ 訓: か・く
意味: 文字を筆(聿)などで記(しる)す、著(あらわ)す、書物(ショモツ)、文書(ブンショ)。
手紙、、書信(ショシン)。
、書経(ショキョウ)(別名尚書ショウショ、古代の記録を年代順にまとめたもの)」のこと。
筆の使い方や字形などの文字の書き方。
、篆書(テンショ)、隷書(レイショ)、草書(ソウショ)、行書(ギョウショ)、楷書(カイショ)など文字の形を体系化したものの呼称、、書体(ショタイ)。
六書(リクショ)、漢字の作り(成り立ち)を六分類したもので、象形(ショウケイ)、會意・会意(カイイ)「轉",書 → JPDB Kanji Freq: 182,漢字の読みを入力してください,Text
__必__ず，__必__ずしも,かなら,"［必］七級
音: ヒツ／ヒチ 訓: かなら・ず
意味: かなら・ず、確実に～、間違いなく～、きっと～{筆順(必)}。",必 → JPDB Kanji Freq: 181,漢字の読みを入力してください,Text
__山__，__山__積み，__山__奥,やま,"［山］十級
音: サン／セン 訓: やま
意味: 地面が△状に高く盛り上がったところ、またその形や様子。
土を丸く盛り上げた墓。
十二章紋の一つ{服飾(十二章紋)}。
やま、やまへん、やまかんむり、部首名。",山 → JPDB Kanji Freq: 180,漢字の読みを入力してください,Text
__能__くする,よ,"［能］六級
音: ドウ／ノウ／ノ／ダイ／ナイ 訓: よ・くする／あた・う
意味: ことを成し遂(と)げる技量ギリョウや力量リキリョウ、能力(ノウリョク)、才能(サイノウ)。
十分に或いは上手にできる、～をすることができる(技能・能力がある)、～ができる(可能である)。
他に働きかける、またその力やエネルギーenergie独、、能動(ノウドウ)。
日。",能 → JPDB Kanji Freq: 179,漢字の読みを入力してください,Text
"__能__う，__能__う限り
〘動五〙可能である。できる。「能う限り努力する」",あた,"［能］六級
音: ドウ／ノウ／ノ／ダイ／ナイ 訓: よ・くする／あた・う
意味: ことを成し遂(と)げる技量ギリョウや力量リキリョウ、能力(ノウリョク)、才能(サイノウ)。
十分に或いは上手にできる、～をすることができる(技能・能力がある)、～ができる(可能である)。
他に働きかける、またその力やエネルギーenergie独、、能動(ノウドウ)。
日。",能 → JPDB Kanji Freq: 179,漢字の読みを入力してください,Text
__覚__える，__覚__え,おぼ,"［覚］七級
音: カク／コウ／キョウ 訓: おぼ・える／さ・める
意味: 目を醒(さ)ます、眠りから醒める、正常な認識や判断ができない状態から抜け出る。
迷いや暗がりから抜け出る、明るみに出る。
辺りの状況が意識・認識できるようになる、迷いがなくなる、悟(さと)る。
日記憶する。",覚 → JPDB Kanji Freq: 178,漢字の読みを入力してください,Text
__覚__める，目__覚__め，__覚__ます・醒ます，目__覚__まし,さ,"［覚］七級
音: カク／コウ／キョウ 訓: おぼ・える／さ・める
意味: 目を醒(さ)ます、眠りから醒める、正常な認識や判断ができない状態から抜け出る。
迷いや暗がりから抜け出る、明るみに出る。
辺りの状況が意識・認識できるようになる、迷いがなくなる、悟(さと)る。
日記憶する。",覚 → JPDB Kanji Freq: 178,漢字の読みを入力してください,Text
__受__ける，__受__付，__受__かる,う,"［受］八級
音: シュウ／ジュ 訓: う・ける／う・かる
意味: 他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める。
授(さず)かる、手渡しで与えられる。
蒙(こうむ)る。
容認する。",受 → JPDB Kanji Freq: 177,漢字の読みを入力してください,Text
__問__屋,とん,"［問］八級
音: ブン／モン 訓: と・う
意味: 分からないことやはっきりしないことを質(ただ)す。
罪や責任などの有無について聞く。
様子などを尋ねる。",問 → JPDB Kanji Freq: 176,漢字の読みを入力してください,Text
__問__う，__問__いただす，__問__い,と,"［問］八級
音: ブン／モン 訓: と・う
意味: 分からないことやはっきりしないことを質(ただ)す。
罪や責任などの有無について聞く。
様子などを尋ねる。",問 → JPDB Kanji Freq: 176,漢字の読みを入力してください,Text
__白__壁，__白__む，__白__ける,しら,"［白］十級
音: ハク／ビャク 訓: しろ／しろ・い／しら
意味: 無色、雪の色、どんな色にも染まっていないさま、同「㿟」「皛」。
曇りがないさま、汚(けが)れがないさま、清(きよ)いさま。
何もないさま、あるがままであるさま、白民(ハクミン)(無位無官の人、庶民)」。
隠したり飾ったり偽ったりするところがないさま。
明らかなさま、、明白(メイハク)。
包み隠さず申し述べる、正直に報告する、、告白(コクハク)。
しろ、しろへん、部首名。",白 → JPDB Kanji Freq: 175,漢字の読みを入力してください,Text
__白__い，鼻__白__む，__白__黒，真っ__白__,しろ,"［白］十級
音: ハク／ビャク 訓: しろ／しろ・い／しら
意味: 無色、雪の色、どんな色にも染まっていないさま、同「㿟」「皛」。
曇りがないさま、汚(けが)れがないさま、清(きよ)いさま。
何もないさま、あるがままであるさま、白民(ハクミン)(無位無官の人、庶民)」。
隠したり飾ったり偽ったりするところがないさま。
明らかなさま、、明白(メイハク)。
包み隠さず申し述べる、正直に報告する、、告白(コクハク)。
しろ、しろへん、部首名。",白 → JPDB Kanji Freq: 175,漢字の読みを入力してください,Text
__続__ける，__続__く，__続__き,つづ,"［続］七級
音: ショク／ゾク 訓: つづ・く
意味: 切れることなく繋(つな)がる、また連(つら)なる。
前との関係を保ちながら次々に繋がって行く、継続(ケイゾク)、連続(レンゾク)。
前の物事を受け、それを後の物事に継(つ)ぐ、継承する。
前の人や物や事のすぐ後に付く。",続 → JPDB Kanji Freq: 174,漢字の読みを入力してください,Text
"__要__，__要__石
①扇の骨をとめるためにはめる棒。
②大切なところ。
「チームの━」",かなめ,"［要］七級
音: ヨウ 訓: かなめ／い・る
意味: (体の要かなめとなる)腰(こし)。
物事の中心となるところ、非常に大切なところ。
求める、強く乞(こ)う、要求(ヨウキュウ)、要請(ヨウセイ)(請い求める、強く頼む)」、同「邀」。
待ち受ける、同「邀」。
どうしてもなくてはならない、しなければならない、、必要(ヒツヨウ)。",要 → JPDB Kanji Freq: 173,漢字の読みを入力してください,Text
__要__る,い,"［要］七級
音: ヨウ 訓: かなめ／い・る
意味: (体の要かなめとなる)腰(こし)。
物事の中心となるところ、非常に大切なところ。
求める、強く乞(こ)う、要求(ヨウキュウ)、要請(ヨウセイ)(請い求める、強く頼む)」、同「邀」。
待ち受ける、同「邀」。
どうしてもなくてはならない、しなければならない、、必要(ヒツヨウ)。",要 → JPDB Kanji Freq: 173,漢字の読みを入力してください,Text
__緒__，鼻__緒__,お,"［緒］凖二級
音: チョ／ショ／ジョ 訓: いとぐち／お
意味: 長い糸の先端、糸口(いとぐち)、端緒(タンショ・タンチョ)。
物事などの始まり、発端ホッタン、緒言(ショゲン)。
家系などの途切れずに続く繋(つな)がり。
残余ザンヨ、余り、残り、緒風(ショフウ)(前の季節の名残りの風)」。
日お、紐(ひも)。",緒 → JPDB Kanji Freq: 172,漢字の読みを入力してください,Text
