Question,Answers,Comment,Instructions
"ブランク
 1. 2年の__ブランク__があり心配だったが、先月から職場に復帰した。 
 2. 15分ほど__ブランク__にしませんか。みんな疲れたようだし。 
 3. プレゼンの最中は緊張しちゃって、頭が__ブランク__だったよ。 
 4. 大事なデータを__ブランク__してしまった。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"怠る
 1. 昨日、会社を__怠って__映画を見に行ってしまった。 
 2. 忙しいときは料理を__怠って__、買ってきた弁当で済ますこともある。 
 3. 彼はどんな苦労も__怠らずに__、いつも積極的に仕事に取り組んでいる。 
 4. 成功を勝ち取るためには、日々の努力を__怠って__はいけない。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"見込み
 1. 今日はこれから取引先に打ち合わせに行く__見込み__です。 
 2. 周囲の__見込み__に応えて、すばらしい仕事を成し遂げた。 
 3. 田中さんは、来週には退院の__見込み__です。 
 4. __見込み__もしないところで昔の友人に会った。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"満たない
 1. 私が生まれたのは、人口500人に__満たない__小さな村です。 
 2. 会議資料が3人分__満たない__から、コピーしてきて。 
 3. どうがんばっても、英語力では田中さんに__満たない__。 
 4. 当店のサービスについて何か__満たない__点があればご記入ください。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"有数
 1. この商品は__有数__ですので、売り切れの場合もございます。 
 2. この国は世界でも__有数__の小麦生産国だ。 
 3. 会議で反対意見を述べた人は__有数__のみだった。 
 4. いくつもの案の比較、検討し、その中から__有数__の案を選んだ。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"円滑
 1. 手術の後、田中さんの体力は__円滑__に回復している。 
 2. 手順を改善したら、業務が__円滑__に進むようになった。 
 3. 瓶のふたが固くて開かなかったが、温めたら__円滑__に開いた。 
 4. 山田さんは3か国語を__円滑__に操ることができるそうだ。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"優位
 1. A社はこの数年、小型パソコン市場において他社より__優位__に立っている。 
 2. 今度のスポーツ大会では__優位__に入賞できるように毎日練習に励んでいる。 
 3. ご予約のお客さまを__優位__にお席にご案内しておりますので、尐々お待ちください。 
 4. 当社は、生産性より品質を__優位__に考えた生産体制に転換を進めています。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"かばう
 1. 仕事のストレスから身を__かばう__には、適度な休養も必要だ。 
 2. このマンションは、警備員が入り口で住人をか__ばっている__ので安心だ。 
 3. 政府は子どもたちの人権を__かばう__法律を成立させた。 
 4. 父にしかられていたら、母が[わざとやったわけじゃないんだから]と言って__かばってくれた__。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"加味
 1. わが社では、仕事の成果だけでなく、勤務態度も__加味__して社員を評価している。 
 2. 外国の文化が__加味__されて、わが国の生活スタ ルも徐々に変化してきた。 
 3. 発表は以上ですが、最後に尐しだけ__加味__させていただきます。 
 4. 私は保存料や着色料を__加味__した食品ばなるべく買わないようにしている。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"気配
 1. 私は目や口のあたりに祖母の__気配__があるとよく言われる。 
 2. 彼女が部屋に入ってくると、その場の__気配__がぱっと明るくなった。 
 3. 会議の開始時間を過ぎているのに、誰も来る__気配__がない。 
 4. 駅前にビルや店ができて、10年前とは__気配__がすっかり変わった。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"合致
 1. この靴は私の足の形に__合致__していて、疲れにくい。 
 2. 私は年齢に__合致__した服装をするように心がけている。 
 3. 実験結果は、理論的な予測に完全に__合致__していた。 
 4. 自分に__合致__する仕事なんて、そう簡単には見つからない。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__没頭__
 1. 初めて任された仕事をやり遂げ、充実感に__没頭__した 
 2. 一日でも早く良くなるように、休暇を取って治療に__没頭__したい。 
 3. 林氏は苦労して社長になったのに、全く地位に__没頭__していない。 
 4. 大学院時代は、寝る間も惜しんで専門分野の研究に__没頭__していた。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__人手__
 1. 父は一家の__人手__で、長い間家族を経済的に支えてくれている。 
 2. 大手メーカーが突然倒産し、大量の__人手__が職を失うことになった。 
 3. 祭りの準備には__人手__が要るので、手伝ってくれる人を探している。 
 4. この会社では、年齢や性別を問わず、優秀な__人手__を雇用している。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__今更__
 1. 発生から10年以上たつが、この事件は__今更__解決されていない。 
 2. これは長い間の習慣だから、__今更__変えるように言われても難しい。 
 3. この絵に描かれた女性は、__今更__動き出すかのように生き生きとしている。 
 4. 佐藤さんは最初は目立たない社員だったが、__今更__、会社の中心人物だ。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__くまなく__
 1. 家中を__くまなく__探したが、結局、鍵は見つからなかった。 
 2. 四月から公共料金が__くまなく__値上げされるそうだ。 
 3. 金庫の中の現金を泥棒に__くまなく__盗まれてしまった。 
 4. 小学校時代の友達の名前を__くまなく__思い出せない。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__安静__
 1. 試合を観戦した後は興奮が冷めず、なかなか__安静__になれなかった。 
 2. 鈴木さんはいつも__安静__な判断ができるので、頼りにされている。 
 3. 熱が高いときは、無理をしないで__安静__にしていてください。 
 4. この辺りは緑が多く、__安静__てとても住みやすいところです。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__統合__
 1. 来年度から、関連部門を__統合__して、運営体制を再編することになった。 
 2. これまでの調査にかかった費用を__統合__して、金額を報告書に記載した。 
 3. 部屋全体をブルー系の色に__統合__して、落ち着いた印象に変えてみた。 
 4. A班とB班は違う登山口から山に入り、2時間後に__統合__する予定だ。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__規制__
 1. 光熱費を最小限に__規制__して、家計の担を減らしている 
 2. 今年は就職活動で忙しくなるので、アルバイトは__規制__するつもりだ。 
 3. マラソン大会当日は交通が__規制__され、一部の通路が通行止めになる。 
 4. この授業は少人数で行われるため、受講できる学生数が__規制__されている。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__入手__
 1. A社は今回の不祥事に関して、世間から多くの批判を__入手__した。 
 2. 社会人になって初めて__入手__した給料で、両親に贈り物をした。 
 3. 高橋氏は幼いころから音楽の才能を発揮し、数々の賞を__入手__した。 
 4. 海外に留学する際には、現地の生活に役立つ情報を__入手__しておくといい。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__素早い__
 1. 警察の__素早い__対応によって、逃走した犯人はその日のうちに逮捕された。 
 2. 窓を開けていたら強い風が吹いて、机の上の紙が__素早く__飛んでしまった。 
 3. 鈴木教授は話し方が__素早い__ので、講義の内容が聞き取れないことがある。 
 4. 森氏の小説は人気があって、新しい作品が発売されると__素早く__売り切れてしまう。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__経緯__
 1. 今年の夏休みは、毎日の__経緯__を日記に書いて記録に残すことにした。 
 2. 社長は今日の会議で、A社との契約問題が解決に至った__経緯__を説明した。 
 3. この語学学校では、初級と中級の間に初中級という__経緯__を組み入れている 
 4. 出張でA工場を訪れ、自動車が製造される__経緯__を視察した。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__退く__
 1. 不規則な生活を__退いて__から、体調がよくなってきたと感じている。 
 2. 佐藤氏は社長の地位を__退いた__後も、会社への影響力を持ちつづけた。 
 3. 仕事が忙しい時期を__退いたら__、休暇を取って家族と旅行しようと思っている。 
 4. A市の財政は一時の危機的状況を__退いた__が、いまだに厳しい運営が続いている。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__還元__
 1. 林選手は、連日の試合で消耗した体力を__還元__するため、しばらく休養するそうだ。 
 2. 参加の申し込みを取り消した場合、事前に支払った参加費は__還元__される。 
 3. 一時減少した車の生産台数は、今年になって徐々に__還元__してきた。 
 4. A社は、会社が得た利益を自然保護活動を通じて社会に__還元__している。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__昇進__
 1. 私の大学は、2年生までに50単位とらないと、3年生に__昇進__できない。 
 2. 中村さんは、料理教室に通うようになって、プロの並みの腕前に__昇進__した。 
 3. 私が応援するチームは、今日の試合に勝って、2位に__昇進__した。 
 4. 松本課長が来月、部長に__昇進__することになったそうだ。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__配布__
 1. 廊下の角で人とぶつかって、持っていた資料を床に__配布__してしまった。 
 2. 隣のうちの人への郵便物が私のうちに間違って__配布__されていた。 
 3. 駅の案内所では、観光案内地図を無料で__配布__している。 
 4. この一週間くらい、雨が降らず乾燥しているので、庭の木に水を__配布__した。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__滅びる__
 1. 事業の失敗が続き、このままでは資金が__滅びる__おそれがある。 
 2. 連日の異常な暑さが原因なのか、水槽の魚が__滅びて__しまった。 
 3. 今日の試合に負けて優勝の望みは__滅びた__が、最後までがんばろうと思う。 
 4. 昔この地域に栄えていた文明は大災害によって__滅びた__という説がある。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__発足__
 1. この団体は、留学生支援を目的に昨年８月に__発足__した。 
 2. まもなく__発足__するバスターミナルは国内で最大規模のものだ。 
 3. 来月10日に__発足__する国際大会に向け、選手団が日本を出発した。 
 4. 一か月間の研修によって、チームリーダーとしての自覚が__発足__した。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__提起__
 1. 製品の安全性に問題があることがわかり、消費者に注意を__提起__している。 
 2. 友人に一緒に会社を興さないかと__提起__したが、断られてしまった。 
 3. 今日の議会で、介護制度の在り方について問題を__提起__した。 
 4. 中野監督が引退した後の監督をお願いできないかと、山本氏に__提起__している。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__見落とす__
 1. たとえ親友であっても、不正行為を__見落とす__わけにはいかない。 
 2. 練習しても一向に上達しないので、コーチから__見落とされて__しまった。 
 3. 「300、000円」と書いてあったのに、ゼロを一つ__見落として__3万円だと勘違いしていた。 
 4. 人込みの中を歩いているうちに、前を歩いていた友人を__見落として__しまった。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__巧み__
 1. 山本さんは観察力が__巧み__で、小さな違いも見逃さない。 
 2. 社員全員に意見を募ったところ、__巧み__なアイディアが寄せられた。 
 3. 中島さんは計算が早くて、算数が__巧み__なんです。 
 4. 職人の__巧み__な技術によって、この器は作り出される。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__配属__
 1. 夜間は患者10人に対して看護師一人を__配属__している。 
 2. 新入社員の全員が希望の部署に__配属__されるわけではない。 
 3. 要請に応じて、毎年日本語講師を海外に__配属__している。 
 4. 営業部の石川部長が次期社長に__配属__された。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__乗り出す__
 1. 息子は学生から社会人へと新たな道に__乗り出した__。 
 2. 法律の改正に協力してくれるよう、関係者に__乗り出している__。 
 3. 労働者不足が深刻化し、政府が調査に__乗り出した__。 
 4. 母は買い物から戻ると、すぐに料理に__乗り出した__。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__面識__
 1. A 大学の松本先生は、名前は以前からよく知っているが、__面識__はない。 
 2. このあたりの土地は__面識__がないので、地図がないとどこにも行けない。 
 3. 好きな画家の展示会に行ったら、__面識__がない新しい絵が展示されていた。 
 4. 海外旅行中の友人から届いた絵はがきには、__面識__のない文字が写っていた。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__抜粋__
 1. このシャンプーは、植物から__抜粋__された天然成分だけで作られています。 
 2. アンケートによって__抜粋__した消費者の不満の声を今後の商品開発に生かしたい。 
 3. 多数の応募者の中から厳正に__抜粋__した10名に賞品を送った。 
 4. お渡しした資料は、私の論文の一部分を__抜粋__したものです。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__心当たり__
 1. なぜ木村さんが私のことを嫌っているのか、私には__心当たり__がない。 
 2. このカメラを買ったのは 10年も前なので、いくらで買ったか__心当たり__がない。 
 3. 今日は仕事が忙しいので、何時ごろ帰れるか__心当たり__がない。 
 4. 何かいい解決方法がないか考えているが、まだ__心当たり__がない。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__処置__
 1. 明日上司に報告できるように、今日中に種類を__処置__しておこう。 
 2. 来月引越すので、使わない家具を全部__処置__しようと思う。 
 3. 数学は苦手だったが、先生の特別な__処置__でよく分かるようになった。 
 4. 医者の適切な__処置__のおかげで、痛みはすぐに治まった。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__拍子__
 1. 重いものを入れすぎて、持ち上げた__拍子__に紙袋が破れてしまった。 
 2. 昨日はとても疲れていたので、布団に入った__拍子__に眠ってしまった。 
 3. 晩ご飯を作った__拍子__に、明日のお弁当も作った。 
 4. 雨がやんだ__拍子__に出かけたので、濡れずに済んだ。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__口出し__
 1. 今の意見に反論のある人は遠慮せず自由に__口出し__してください。 
 2. 店長は客に上手に__口出し__して、客の好みをうまく聞き出した。 
 3. この会社に就職できたのは、山田さんが__口出し__してくれたからだ。 
 4. 上司だからといって部下の私生活にまで__口出し__するのはよくない。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__煩雑__
 1. いろいろな書類を書き、いくつもの窓口に待っていくなど、手続きが__煩雑__だった。 
 2. 部長と課長は別室で__煩雑__な話をしているらしく、なかなか戻ってこない。 
 3. この辺りの道は迷路のように__煩雑__で分かりにくく、何度来ても間違えてしまう。 
 4. 都会で一人暮らしを始めたときは、期待と不安で__煩雑__な気持ちだった。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__当てはめる__
 1. 給料の金額は、社員一人一人能力に__当てはめて__決めてほしい思っている。 
 2. 最近天候が不安定で、その日の気温に__当てはめて__服を選ぶのが大変だ。 
 3. 少数の事例を一般化して社会全体__当てはめて__考えてもいいものだろうか。 
 4. この店は客の要望に__当てはめて__料理を作ってくれるので、評判がいい。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__打開__
 1. これまでの古い習慣を__打開__して新しいやり方を取り入れてみよう。 
 2. 高木刑事は綿密な捜査を怠らず、数数の事件を__打開__してきた。 
 3. 彼は超難関と言われる試験を__打開__し、希望の職に就くことができた。 
 4. 我社の危機的状況を__打開__するためには、根本的な経営の見直しが不可欠だ。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__辞任__
 1. 森氏は熟慮の末、市長に立候補することは__辞任__したいと申し出た。 
 2. 高橋選手は、今期で現役を__辞任__し、今後は後輩の指導に携わるそうだ。 
 3. 初めて出演する舞台で主役に選ばれたが、けがをして__辞任__するしかなかった。 
 4. 社長は会見を開き、今回の問題の責任をとって__辞任__する意向を表明した。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__帯びる__
 1. これは様々な機能を__帯びた__携帯電話で、録音や音楽の再生などが可能だ。 
 2. この計画は、最初はちょっとしたアイディアだったが、ようやく現実味を__帯びて__きた。 
 3. 佐藤さんは栄養士の資格を__帯びていた__ことから利になり、現在の職を得たそうだ。 
 4. 鈴木氏が個人で始めた商店は、現在500人の社員を__帯びた__企業に成長した。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__軌道__
 1. 私は大学を卒業するまで、両親が決めた__軌道__に沿って歩んできただけだった。 
 2. 部長から、出張中に__軌道__から外れた行動をとる時は、必ず報告するように言われた。 
 3. 景気がさらに悪化したため、経営を縮小する方向に__軌道__を修正することにした。 
 4. 新商品の開発実験は、前回とほぼ同じ__軌道__を通ってきたが、今回は異なる結果となった。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__思い詰める__
 1. 息子は初めての海外旅行が楽しみで、毎日__思い詰めて__いるようだ。 
 2. 林さんは何かに深く悩んでいるようで、ずっと__思い詰めた__表情をしている。 
 3. この数学の問題は難解で、一生懸命__思い詰めて__、どうしても解けなかった。 
 4. 親友の誕生日を祝って、__思い詰めて__作ったケーキなので、喜んでもらえてよかった。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__もはや__
 1. 現代の広告業界において、これまでの手法は__もはや__通用しないだろう。 
 2. 多くの研究者がこの仮説を証明するため、__もはや__検証を続けている。 
 3. 鈴木氏は__もはや__高校教師だったが、現在は作家として活躍している。 
 4. 生産体制が改善されれば、商品の不足状態は__もはや__解消される見込みだ。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__はなはだしい__
 1. 近年の__はなはだしい__国際化にともない、人々の海外への関心が急激に高まっている。 
 2. あの俳優は、演技はもちろん人柄も魅力的なので、最近、人気が__はなはだしい__。 
 3. 体力が十分に回復するまで、__はなはだしい__運動は避けるように医者から言われた。 
 4. この辺りの建物はかなり老朽化が進んでおり、破損や劣化が__はなはだしい__。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__重複__
 1. 私は、努力を惜しまず何度も__重複__して覚えることで、記憶を定着させた。 
 2. 大量のデータの中には__重複__しているものもあり、早急に整理が必要だった。 
 3. 健康に自信があっても、無理が__重複__すれば体を壊してしまいますよ。 
 4. 開園を待つ人の列が、驚くほど__重複__して入場ゲートの前にできていた。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__拠点__
 1. うわさの__拠点__を追究しても、なにも解決はしないだろう。 
 2. 日本近代文学の__拠点__となった作品として、この小説は高く評価された。 
 3. この都市は、広場を__拠点__にして道が放射状に伸びている。 
 4. A社は、地元の京都を__拠点__に全国各地でビジネスを展開している。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__真っ先__
 1. リーダーに適した人として、__真っ先__に私の頭に浮かんだのは石川(いしかわ)さんだった。 
 2. 次のテストではクラスで__真っ先__になれるように頑張って勉強しようと思う。 
 3. 先ほどお配りした資料の__真っ先__にあるグラフをご覧ください。 
 4. 日が悪いので、教室の__真っ先__に座らないと、黒板の字がよく読めない。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__緊密__
 1. 空港の滑走路を増設したことで、航空機の発着がますます __緊密__になった。 
 2. 今日の講演会は参加者が多く、会場の体育館には __緊密__にいすが並べられた。 
 3. この二つの単語は意味が __緊密__に使い分けられているので、習得が難しい。 
 4. この地区では子どもの安全を守るため、学校と地域が __緊密__に協力している。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__遂げる__
 1. この町は、近年の再開発により、驚くような変化を__遂げた__。 
 2. 指定の口座に入金した時点で正式な契約が__遂げられる__。 
 3. 池田さんは若手だが、担当部署で重要な責任を__遂げている__。 
 4. 業者の話では、来月末には駅前の工事を__遂げる__予定らしい。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__うなだれる__
 1. ビルの最上階の窓から__うなだれる__と、あまりの高さに恐怖を感じた。 
 2. 昨日の会議では、皆、部長の話に納得し力強く__うなだれていた__。 
 3. 姉は知らせを聞いてがっかりしたのか、__うなだれて__顔を上げなかった。 
 4. 何か踏んだような気がしたので、思わず__うなだれて__足元を見た。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__作動__
 1. その子は、音楽を流すとすぐに__作動__して踊りだした。 
 2. 最近の金融市場は専門家の予想と逆の方向に__作動__している。 
 3. 郊外に建設した新しい工場が、今日無事に__作動__した。 
 4. このガスストーブは転倒すると安全装置が__作動__してガスが止まる。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__しぶとい__
 1. 今日は朝から熱があり、体が__しぶとくて__動くのがつらい。 
 2. この箱は紙でできているのにとても__しぶとく__、強く押してもつぶれない。 
 3. 妹は__しぶとい__ところがあって、失敗してもあきらめず何度でも挑戦する。 
 4. 地下の部屋は、風通しが悪く湿気が__しぶとくて__、居心地が悪い。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__備え付ける__
 1. 寮の部屋にはパソコンが__備え付けて__あったので、自分で買わずに済んだ。 
 2. 食事をテーブルに__備え付けて__おいたので、どうぞ召し上がってください。 
 3. 家にお金を__備え付けて__おくために、銀行で現金を下ろしてきた。 
 4. 父が乗って出かけたのか、車庫に__備え付けて__あった車がない。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__基調__
 1. 私は自然環境の豊かさを__基調__にして、引っ越し先の家を選んだ。 
 2. このチームはキャプテンの鈴木選手を__基調__によくまとまっている。 
 3. 実話を__基調__に書かれた小説が映画化され、多くの感動を呼んだ。 
 4. この部屋の家具は白を__基調__にした明るい色で統一されている。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__かさばる__
 1. 映画館で、前の席の人の頭が__かさばって__、スクリーンがよく見えなかった。 
 2. 紙の袋に入れた荷物が__かさばって__、持って歩くのが大変だった。 
 3. 品質のいい材料を使ったら費用が__かさばってしまった__。 
 4. 弁論大会で自分の番が近づくにつれて、不安が__かさばって__きた。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"__交錯__
 1. これからの人生を考えると、様々な思いが__交錯__し、昨夜は朝まで眠れなかった。 
 2. 運搬中に箱が落下して中身が散乱し、分けてあった商品が__交錯__してしまった。 
 3. この道は100メートル先で大きな道路と__交錯__するので、そこを左折してくださ。 
 4. この集まりでは様々な年代の人と__交錯__するので、見聞を広める良い機会だい。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"広大
 1. 今回の金融危機は世界経済に__広大__な打撃を与えた。 
 2. 緑が多い__広大__なキャンパスは、この大学の魅力のひとつです。 
 3. 円高の影響は、ますます__広大__な業種に及んでいる。 
 4. A社は再開発地区に__広大__なビルの建設を予定している。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"秘める
 1. あの人はクールに見えるが、実は情熱を内に__秘めている__。 
 2. 来月転職することは会社のみんなにはまだ__秘めている__。 
 3. 彼が授業中に変な顔をしたので、笑いを__秘める__のが大変だった。 
 4. チームで仕事をする上では、多少の不満は__秘める__必要もある。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"発散
 1. インターネット時代になり、情報を__発散__することが容易になった。 
 2. 袋を落として、コーヒーの粉を辺り一面に__発散__してしまった。 
 3. 夏の暑い時には、朝晩2回ぐらい庭に水を__発散__している。 
 4. 冷蔵庫は、外部に熱を__発散__することで、内部を冷やしている。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"仕業
 1. 店のシャッターのいたずら書きは、近所に住む子供の__仕業__だった。 
 2. この公園にはいつもきれいな花が植えてあるけど、誰の__仕業__なんだろう。 
 3. まだ仕事に慣れていないんだから、彼の__仕業__を責めてもしかたがない。 
 4. おぼれている子どもを見つけたときの林さんの__仕業__は、本当に立派だった。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"無造作
 1. 専門店でしか買えなかった商品が、最近はどこでも__無造作__に買える 
 2. あの人は料理の味に__無造作__で、食べられれば何でもいいらしい。 
 3. 彼女はおしゃれにはあまり興味がないようで、髪も__無造作__に束ねているだけだ。 
 4. 高級レストランにしては雰囲気が__無造作__で、初めての人でも入りやすい。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"総じて
 1. わかりやすい説明だったので、__総じて__理解できました。 
 2. 私は子どものころから__総じて__眼鏡をかけています。 
 3. 今年は、各店舗の売り上げが__総じて__伸びている。 
 4. 昨日のセミナーの参加者は、__総じて__200名だった。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"一律
 1. 山下さんは、会うと__一律__に赤い帽子をかぶっている。 
 2. 休みの日に出かけようとすると、__一律__に雨が降る。 
 3. うちの会社の社員は、経歴はさまざまだが、__一律__に留学経験者だ。 
 4. すべての経費を__一律__に削減するのではなく、無駄なものから減らせばよい。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"はがす
 1. 木村さんはノートに地図を書くと、そのページを__はがし__て私にくれた。 
 2. ジャムを作るとき、りんごは皮を__はがし__て、小さく切ってください。 
 3. 友人へのプレゼントにするので、値段のシールを__はがし__ておいた。 
 4. 目が疲れるので、家に帰るとすぐコンタクトレンズを__はがす__。",3,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"心構え
 1. 金銭トラブルに遭わないようにするには、日ごろの__心構え__が大切だ。 
 2. 上司から海外赴任を打診されたが、なかなか__心構え__が決まらない。 
 3. 今年中に家を買って引っ越す__心構え__だったのに、まだいい物件が見つからない。 
 4. 石川さんがこんなに親切にしてくれるのは、何か__心構え__があるんじゃないだろうか。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"損なう
 1. 増税によって景気が__損なわれる__ことを心配する人が多い。 
 2. 度重なる発送ミスなどがもとで、顧客との信頼関係を__損なって__しまった。 
 3. 仕事に失敗して自信を__損なっていた__とき、この本を読んだら元気が出ました。 
 4. 天気予報によると、今週末は天候が__損なわれる__そうだ。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"しがみつく
 1. 子どもは泣きながら母親の足に__しがみついて__離れようとしなかった。 
 2. 汗のせいで、シャツが肌に__しがみついて__気持ち悪い。 
 3. ふたが瓶に__しがみついて__いて、いくら力を入れても開かない。 
 4. 今日の電車は、隣の人に体が__しがみつく__ほど込んでいた。",1,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"工面
 1. 制度の改正を求めて、街頭で署名を__工面__する活動を続けた。 
 2. サービス向上のために、利用者からアイディアを__工面__した。 
 3. 選挙が近くなり、各政党は候補者を__工面__するのに必死だ。 
 4. なんとか資金を__工面__して、ついに自分の店を持つことができた。",4,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
"抱え込む
 1. 何度も繰り返して覚えることで記憶をしっかり__抱え込む__ことができる。 
 2. 問題が生じたら一人で__抱え込__まず上司や同僚に相談するといい。 
 3. この塾は今年度から生徒を30人まで__抱え込む__ことができるようになった。 
 4. 母は私が子どものころに描いた絵を今まで大事に__抱え込__んでくれていた。",2,,問題4\次の言葉の使い方として最もよいものを、1・2・3・4から一つ選 びなさい。
