Question,Answers,Comment,Freq,Instructions,Render as
__差__異，__差__別，誤__差__,サ,"［差］七級
音: サ／シャ／サイ／セ 訓: さ・す
意味: 𢀩。",差 → JPDB Kanji Freq: 403,漢字の読みを入力してください,Text
__町__会，市__町__村,チョウ,"［町］十級
音: テイ／チョウ 訓: まち
意味: 田畑を区切る細い道、土を盛って人が通れるように平らにした畦道(あぜみち)、同「圢」「䵺」。
町疃(テイタン)、町や村の外(はず)れで、シカ鹿などの動物が出没する普段は人が行かないようなところ、同「𤲖疃」。
日市街、「市」よりも小さく「村」よりも大きい行政上の区画。
日。",町 → JPDB Kanji Freq: 402,漢字の読みを入力してください,Text
__単__独，__単__位，簡__単__,タン,"［単］七級
音: タン／セン／ゼン 訓: ひとえ
意味: 一つ、ただ一つ、それだけ、ただそれだけ、異質のものや別物が混ざっていない状態を指す。
ひとえ重ならない、繰り返さない裏地のない衣服。",単 → JPDB Kanji Freq: 401,漢字の読みを入力してください,Text
__区__分け，__区__別，__区__々，地__区__,ク,"［区］八級
音: ク／オウ／ウ 訓: 
意味: ある大きさのものを幾つかに別(わ)ける、仕切(しき)る。
周りを仕切ったところ、他から仕切られたところ。
行政上の地域の単位。
小さいさま、細かいさま。
戦国時代(前5世紀～前221年)の齊国(前386年～前221年)の容量の単位、1区オウ=4豆=1斗4升{各種単位}。",区 → JPDB Kanji Freq: 400,漢字の読みを入力してください,Text
__段__落，階__段__，手__段__,ダン,"［段］五級
音: タン／ダン 訓: 
意味: 上へ上へと積み重なって層をなしたものの、その一つ一つ。
物事などの区切り、文章などの区切り。
階位、等級。",段 → JPDB Kanji Freq: 399,漢字の読みを入力してください,Text
__北__進，__北__方，敗__北__，__北__斗||七星||,ホク,"［北］九級
音: ホク 訓: きた
意味: 東トウ(ひがし、太陽が昇る方角)に向いたときに左の方角、右の方角を「南」。
背(そむ)ける、背(せ)を向ける、背(そむ)く、同「背」。
逃(に)げる、「敵に背を見せて走る」の意。",北 → JPDB Kanji Freq: 398,漢字の読みを入力してください,Text
__忘__却，__忘__年会，備__忘__,ボウ,"［忘］五級
音: ボウ／モウ 訓: わす・れる
意味: 知っていたこと・覚えていたこと・為すべきことを思い出せない、失念する。",忘 → JPDB Kanji Freq: 397,漢字の読みを入力してください,Text
__精__米，__精__密，__精__力,セイ,"［精］六級
音: セイ／ショウ 訓: くわ・しい
意味: 選(え)りすぐられた透き通るように真っ白な米。
選りすぐる、よいものだけを選ぶ。
瑕(きず)や汚れがない、濁りや混じり気がない。
瑕や濁りを取り去ったもの、清らかなさま、澄んでいるさま。
よく手が行き届いている(粗雑なところが取り除かれている)さま、肌理(きめ)細やかなさま、精密(セイミツ)。
細かい、詳(くわ)しい、精通(セイツウ)。
生命や活力の根源、精気(セイキ)。
(蔽っているものや汚れや傷を取り除いた)人や物の中にある本質的・中核的なもの、精神(セイシン)。
物の怪(もののけ)、妖怪、精霊(セイレイ・ショウリョウ)。",精 → JPDB Kanji Freq: 396,漢字の読みを入力してください,Text
__精__進，不__精__,ショウ,"［精］六級
音: セイ／ショウ 訓: くわ・しい
意味: 選(え)りすぐられた透き通るように真っ白な米。
選りすぐる、よいものだけを選ぶ。
瑕(きず)や汚れがない、濁りや混じり気がない。
瑕や濁りを取り去ったもの、清らかなさま、澄んでいるさま。
よく手が行き届いている(粗雑なところが取り除かれている)さま、肌理(きめ)細やかなさま、精密(セイミツ)。
細かい、詳(くわ)しい、精通(セイツウ)。
生命や活力の根源、精気(セイキ)。
(蔽っているものや汚れや傷を取り除いた)人や物の中にある本質的・中核的なもの、精神(セイシン)。
物の怪(もののけ)、妖怪、精霊(セイレイ・ショウリョウ)。",精 → JPDB Kanji Freq: 396,漢字の読みを入力してください,Text
__台__地，灯__台__，一__台__,ダイ,"［台］九級
音: タイ／ダイ 訓: うてな
意味: 我(われ)、自分を指す語、同「吾」「余」「予」。
三台星(サンタイセイ)、三台サンタイ」、紫微垣シビエン(天の北極を中心とした区画で天帝が住むとされた、「紫微」は王宮・天子・天位の意で用いられる)の傍に並ぶ三つの星、そのため天子を補佐する三公サンコウ(官職の最高位、時代により名称は異なる)を指すようになった。
(「自分より高いところの人」の意で)相手を尊び呼ぶ語、、貴台(キダイ)。
うてな、(四周を方形にして)土を盛り上げ上を平らにしたところ、周りからは一段と高く上が平らなところ、またその上に建てた建物、同「臺」。
一段高く上が平らでものが乗せられるようにしたもの、同「臺」。
繁「臺」。
繁「檯」。
繁「颱」。
日ものの基礎・基本となるもの。
日。",台 → JPDB Kanji Freq: 395,漢字の読みを入力してください,Text
__台__風，舞__台__,タイ,"［台］九級
音: タイ／ダイ 訓: うてな
意味: 我(われ)、自分を指す語、同「吾」「余」「予」。
三台星(サンタイセイ)、三台サンタイ」、紫微垣シビエン(天の北極を中心とした区画で天帝が住むとされた、「紫微」は王宮・天子・天位の意で用いられる)の傍に並ぶ三つの星、そのため天子を補佐する三公サンコウ(官職の最高位、時代により名称は異なる)を指すようになった。
(「自分より高いところの人」の意で)相手を尊び呼ぶ語、、貴台(キダイ)。
うてな、(四周を方形にして)土を盛り上げ上を平らにしたところ、周りからは一段と高く上が平らなところ、またその上に建てた建物、同「臺」。
一段高く上が平らでものが乗せられるようにしたもの、同「臺」。
繁「臺」。
繁「檯」。
繁「颱」。
日ものの基礎・基本となるもの。
日。",台 → JPDB Kanji Freq: 395,漢字の読みを入力してください,Text
事__務__，職__務__，義__務__,ム,"［務］六級
音: ブ／ム 訓: つと・め／つと・める
意味: 成すべきこと、ひたすら力を
努(つと)める、成すべきことにひたすら力を尽くす、同「敄」。
強(し)いて、押して、無理にでも。",務 → JPDB Kanji Freq: 394,漢字の読みを入力してください,Text
__院__内，議__院__，病__院__,イン,"［院］八級
音: エン／イン 訓: 
意味: 壁などで周りを囲った幾つもの建物からなる屋敷や施設。
壁や家などで周りが取り囲まれている庭、中庭、院落(インラク)、庭院(テイイン){四合院}。
(学校・病院などの)公共性のある施設。
日御所、宮殿。",院 → JPDB Kanji Freq: 393,漢字の読みを入力してください,Text
__浮__沈，__浮__力，__浮__薄,フ,"［浮］四級
音: フウ／ブ／フ 訓: う・く／う・かぶ／う・かべる／う・かれる／うわ・つく
意味: 水中にあるものが水面に出てくる、下にあるものが空中を上に移動する。
水面に留(とど)まる、空中に留まる、水面で水の流れのままに漂う、空中で空気の動き(風)のままに漂う。
普段は内側にあるものが表に現れ出る。
周りの動きに任せてふわふわと(ふらふらと)漂い定まらないさま。
ふわふわと軽々しい、頼りない。
上辺(うわべ)だけの、根拠や内容のない。
その時だけの、仮の。",浮 → JPDB Kanji Freq: 392,漢字の読みを入力してください,Text
__訳__文，翻__訳__，通__訳__,ヤク,"［訳］五級
音: エキ／ヤク 訓: わけ
意味: 言葉・文章や文字を、意味が通じるように(理解できるように、分かりやすいように)他の(別の)言葉・文章や文字に置き換える(言い換える)、またそれができる人(通訳)。
日(そうすることの)意味、(そうなった)理由や事情。",訳 → JPDB Kanji Freq: 391,漢字の読みを入力してください,Text
__試__験，__試__作，追__試__,シ,"［試］七級
音: シ 訓: こころ・みる／ため・す
意味: 先(ま)ずはしてみる、また使ってみる、試用(シヨウ)。",試 → JPDB Kanji Freq: 390,漢字の読みを入力してください,Text
__念__願，信__念__，断__念__,ネン,"［念］七級
音: デン／ネン 訓: おも・う
意味: 常に心に留めて思い考える、心の中に留まり去らない思いや考え。
口をほとんど閉じた状態で低い声を長く伸ばして読む。
二十、「廿」の大写字(「二」は「貳」、「三」は「參」のような大文字のこと){数字}。",念 → JPDB Kanji Freq: 389,漢字の読みを入力してください,Text
__押__収，__押__印，__押__韻,オウ,"［押］四級
音: オウ／ヨウ 訓: お・す／おさ・える
意味: 手で力を加える、力を加え自由に動けないようにする、勝手に動かないようにする、拘束コウソクする。
署名ショメイする、署名、自署ジショ、押署(オウショ)、花押(カオウ)(草書・崩し字・図案化した字などでの署名)」。
金銭や物品の借りる時に(清算されるまで勝手に処分できない)代わりの金銭や物品を抵当テイトウに入れる、、抵押(テイオウ)。",押 → JPDB Kanji Freq: 388,漢字の読みを入力してください,Text
__有__益，所__有__，特__有__,ユウ,"［有］八級
音: ユウ／ウ 訓: あ・る
意味: 在(あ)る、居(い)る、一定の範囲や場所に存在する、有力(ユウリョク)(力がある)」、稀有(ケウ)(稀にある、稀にしかない)」。
持っている、備わっている、、所有(ショユウ)、固有(コユウ)(本来持っている、それだけに特に備わっている)」。
起こる、生じる、、有事(ユウジ)(事がある、事が起こる)」。
ある状態になってそれが引き続いている、、保有(ホユウ)。
或る～、不特定の人や物事を指す。",有 → JPDB Kanji Freq: 387,漢字の読みを入力してください,Text
__有__無，__有__象無象,ウ,"［有］八級
音: ユウ／ウ 訓: あ・る
意味: 在(あ)る、居(い)る、一定の範囲や場所に存在する、有力(ユウリョク)(力がある)」、稀有(ケウ)(稀にある、稀にしかない)」。
持っている、備わっている、、所有(ショユウ)、固有(コユウ)(本来持っている、それだけに特に備わっている)」。
起こる、生じる、、有事(ユウジ)(事がある、事が起こる)」。
ある状態になってそれが引き続いている、、保有(ホユウ)。
或る～、不特定の人や物事を指す。",有 → JPDB Kanji Freq: 387,漢字の読みを入力してください,Text
__売__買，__売__品，商__売__,バイ,"［売］九級
音: バイ／メ／マイ 訓: う・る
意味: 相手が欲しいと思っているものを渡して金銭(対価)を得る、金銭(対価)を渡して欲しいものを得るのは「買」。",売 → JPDB Kanji Freq: 386,漢字の読みを入力してください,Text
__兵__器，__兵__隊，撤__兵__,ヘイ,"［兵］七級
音: ヘイ／ヒョウ 訓: つわもの
意味: 戦うための武器、兵器(ヘイキ)。
武器を持って戦う者、兵士(ヘイシ)、兵卒(ヘイソツ)。
軍隊、戦(いくさ)を目的として組織化された集団。
軍(いくさ)に関する物や人やこと、、兵法(ヘイホウ)。",兵 → JPDB Kanji Freq: 385,漢字の読みを入力してください,Text
__兵__糧，雑__兵__,ヒョウ,"［兵］七級
音: ヘイ／ヒョウ 訓: つわもの
意味: 戦うための武器、兵器(ヘイキ)。
武器を持って戦う者、兵士(ヘイシ)、兵卒(ヘイソツ)。
軍隊、戦(いくさ)を目的として組織化された集団。
軍(いくさ)に関する物や人やこと、、兵法(ヘイホウ)。",兵 → JPDB Kanji Freq: 385,漢字の読みを入力してください,Text
__昨__日，__昨__年，一__昨__日,サク,"［昨］七級
音: サク／ザク 訓: 
意味: 夜を挟んで一つ前の日。
一つ前の月や年。
過去、以前。",昨 → JPDB Kanji Freq: 384,漢字の読みを入力してください,Text
__疲__労，__疲__弊,ヒ,"［疲］四級
音: ヒ／ビ 訓: つか・れる
意味: くたびれる、力が出ない、気力がなくなる。",疲 → JPDB Kanji Freq: 383,漢字の読みを入力してください,Text
__速__度，敏__速__，時__速__,ソク,"［速］八級
音: ソク 訓: はや・い／はや・める／すみ・やか
意味: あっという間に、瞬(またた)く間に、間を置かずに、さっと。
疾(はや)い、あっという間に位置が変わる、また通り過ぎて行く、同「遬」。
間を置かずに動作・反応・対応する。",速 → JPDB Kanji Freq: 382,漢字の読みを入力してください,Text
__団__結，__団__地，集__団__,ダン,"［団］六級
音: タン／ダン／トン 訓: 
意味: 集まって一つになる、集まって円状の塊(かたまり)になる、一つに纏(まと)まる。
同じものが寄せ集まる、また寄せ集まって塊となったもの、「集団」「団体」。",団 → JPDB Kanji Freq: 381,漢字の読みを入力してください,Text
"布__団__
布を袋に縫い、綿などをつめたもの。寝るときや座るときに使う。「羽毛の掛け―」",トン,"［団］六級
音: タン／ダン／トン 訓: 
意味: 集まって一つになる、集まって円状の塊(かたまり)になる、一つに纏(まと)まる。
同じものが寄せ集まる、また寄せ集まって塊となったもの、「集団」「団体」。",団 → JPDB Kanji Freq: 381,漢字の読みを入力してください,Text
__役__務，使__役__，兵__役__,エキ,"［役］八級
音: エキ／ヤク 訓: 
意味: 国境や辺境の守備の任務ニンムに就(つ)かせる、戦いに兵士を招集する、また兵士を集めて戦(たたか)うこと、戦い、戦いくさ、兵役(ヘイエキ)、戦役(センエキ)。
人に厳しい労働を課カす、またそれに服フクする、またその仕事・労働、、使役(シエキ)、労役(ロウエキ)。
割り当てられた任務や職務、またそれを務(つと)める人、、役人(エキジン)。",役 → JPDB Kanji Freq: 380,漢字の読みを入力してください,Text
__役__所，__役__目，荷__役__,ヤク,"［役］八級
音: エキ／ヤク 訓: 
意味: 国境や辺境の守備の任務ニンムに就(つ)かせる、戦いに兵士を招集する、また兵士を集めて戦(たたか)うこと、戦い、戦いくさ、兵役(ヘイエキ)、戦役(センエキ)。
人に厳しい労働を課カす、またそれに服フクする、またその仕事・労働、、使役(シエキ)、労役(ロウエキ)。
割り当てられた任務や職務、またそれを務(つと)める人、、役人(エキジン)。",役 → JPDB Kanji Freq: 380,漢字の読みを入力してください,Text
__交__通，__交__番，社__交__,コウ,"［交］九級
音: コウ／キョウ 訓: か・わす／まじ・わる／ま・ざる
意味: 形や状態などが＋Ｘ字形(交差する)ような形になるさま、違う方向から進んできたものが一点で出会うさま、交叉コウサするさま、同「䢒」。
互いに行き来し合う、付き合う。
互いに遣(や)り取りする。",交 → JPDB Kanji Freq: 379,漢字の読みを入力してください,Text
__園__芸，公__園__，楽__園__,エン,"［園］九級
音: エン／オン 訓: その
意味: 周りを垣や柵などで囲った(樹木・果樹などの)畑。
周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのような場所
高く土を盛った王やその家族の墓
簡「园」。",園 → JPDB Kanji Freq: 378,漢字の読みを入力してください,Text
__許__可，__許__諾，特__許__,キョ,"［許］六級
音: キョ／コ 訓: ゆる・す／もと／ばか・り
意味: ゆる・す、願いや話を聞き入れる、受け入れる。
ゆる・す、認める。
もと、～のところ(処、所)。
ばか・り、凡(おおよ)そ～、～程(ほど)。
何許(カキョ)何処(いずこ、どこ)、何処の～如何許(いかばかり)り、どれ程。
春秋時代(前770年～前5世紀)の古諸侯国名、現河南省許昌市付近、古くは「鄦」字が使われた。",許 → JPDB Kanji Freq: 377,漢字の読みを入力してください,Text
中__座__，__座__席，__座__談，星__座__,ザ,"［座］五級
音: サ／ザ 訓: すわ・る／くら
意味: 腰を据(す)える席や場所・位置、座席(ザセキ)。
ものを載せる台。
定まっている位置や場所、星座(セイザ)。
山や建物など(どっしりと据えられているもの)を数える語。
膝を折り腰を下ろす、腰を据える、本来「座」は座るための席や場所・位置を指す語で、「座る」という動作は「坐」。",座 → JPDB Kanji Freq: 376,漢字の読みを入力してください,Text
__瞬__間，__瞬__時，一__瞬__,シュン,"［瞬］四級
音: シュン 訓: まばた・く／またた・く
意味: 瞼(まぶた)を開閉する。
(まばたきすることで)意図や意思を伝える。
(まばたきのように)明かりが明滅する。
一瞬(イッシュン)、(まばたき一回程の)ほんの僅(わず)かな時間。",瞬 → JPDB Kanji Freq: 375,漢字の読みを入力してください,Text
__攻__守，__攻__撃，専__攻__,コウ,"［攻］四級
音: コウ／ク 訓: せ・める
意味: こちらから敵に突き掛かる、襲(おそ)い掛かる。
人の過失を突く、また責める。
隅々まで手を加え美しく仕上げる、深く突っ込んで学ぶ。",攻 → JPDB Kanji Freq: 374,漢字の読みを入力してください,Text
__答__弁，応__答__，問__答__,トウ,"［答］九級
音: トウ 訓: こたえ／こた・える
意味: 相手からの問い掛けや働き掛けに対して自分の意思を言葉や態度で返す、返事をする。
相手からの問い掛けや働き掛けに応対する、応(こた)える。
相手の心遣いなどに言葉や物で報(むく)いる。
答布(トウフ)、目の粗い厚手の布。",答 → JPDB Kanji Freq: 373,漢字の読みを入力してください,Text
__万__一，__万__年筆，巨__万__,マン,"［万］九級
音: バン／モン／マン／ボク／モク 訓: よろず
意味: 千の十倍{数字}。
数え切れないほど多いさま、極めて多いさま。
あらゆる、どんなものも、全て。
決して、絶対に、萬萬(バンバン)。
万俟(ボクキ)、姓、同「𢄏俟」、万俟卨(ボクキセツ)(宋代の人、1083年～1157年)」。",万 → JPDB Kanji Freq: 372,漢字の読みを入力してください,Text
__万__国，__万__端，__万__全,バン,"［万］九級
音: バン／モン／マン／ボク／モク 訓: よろず
意味: 千の十倍{数字}。
数え切れないほど多いさま、極めて多いさま。
あらゆる、どんなものも、全て。
決して、絶対に、萬萬(バンバン)。
万俟(ボクキ)、姓、同「𢄏俟」、万俟卨(ボクキセツ)(宋代の人、1083年～1157年)」。",万 → JPDB Kanji Freq: 372,漢字の読みを入力してください,Text
"__殿__堂，宮__殿__，貴__殿__
御__殿__","デン,テン","［殿］四級
音: テン／デン 訓: との／どの／しんがり
意味: 高く大きく堂々とした建物、同「壂」、同、堂堭(ドウコウ)。
天子の居住する館、宰相が執務する建物、またそこにいる人に対する敬称。
しんがり、最後尾、(特に軍が退却する際の)軍勢の最後尾。",殿 → JPDB Kanji Freq: 371,漢字の読みを入力してください,Text
__皆__無，__皆__勤，__皆__出席,カイ,"［皆］四級
音: カイ／ケ 訓: みな／みんな
意味: 揃って、一緒に、共に、同「倶」「偕」。
日みな、全て、全部。
日。",皆 → JPDB Kanji Freq: 370,漢字の読みを入力してください,Text
__隊__列，軍__隊__，部__隊__,タイ,"［隊］七級
音: タイ／ダイ／ツイ／ズイ 訓: 
意味: 同じ目的を持って行動する集団、特に軍の役割や機能ごとに組織した集団。
高い所から(ごろごろと転がりながら落ちるのではなく空中をまっすぐ下に)落ちる、落下する、同「墜」。",隊 → JPDB Kanji Freq: 369,漢字の読みを入力してください,Text
__欲__望，食__欲__，無__欲__,ヨク,"［欲］五級
音: ヨク 訓: ほ・しい／ほっ・する
意味: 望むものを得(え)たいと思う、望むようにしたい(なりたい)と思う、またそれを強く望む、貪欲・貪慾(ドンヨク)、同「慾」。
～しそうである、～になりそうである。",欲 → JPDB Kanji Freq: 368,漢字の読みを入力してください,Text
__和__解，__和__服，柔__和__,ワ,"［和］八級
音: カ／ワ／オ 訓: やわ・らぐ／なご・む／なご・やか／あ・える
意味: 大き過ぎず小さ過ぎない、硬過ぎず柔らか過ぎない、暑過ぎず寒過ぎない、釣り合いが取れてちょうどよいさま、程好(ほどよ)いさま、適度なさま。
気に掛ることも気に障ることもなく心穏やかなさま、(調和が取れて)平穏なさま、心地よいさま。
～と～、～と一緒に。
(他のものと調和するように)合わせる。
足し算の答え。
動いた時に音がするようにした飾り、軾ショク(車の前部の手摺)に付ける鈴(すず)、同「鉌」、軛(くびき、牛馬の首に掛けるへ字状の馬具)に立てるように付けた飾りを「鸞」「鑾」{乗物(馬車)}。
日本。",和 → JPDB Kanji Freq: 367,漢字の読みを入力してください,Text
__和__尚,オ,"［和］八級
音: カ／ワ／オ 訓: やわ・らぐ／なご・む／なご・やか／あ・える
意味: 大き過ぎず小さ過ぎない、硬過ぎず柔らか過ぎない、暑過ぎず寒過ぎない、釣り合いが取れてちょうどよいさま、程好(ほどよ)いさま、適度なさま。
気に掛ることも気に障ることもなく心穏やかなさま、(調和が取れて)平穏なさま、心地よいさま。
～と～、～と一緒に。
(他のものと調和するように)合わせる。
足し算の答え。
動いた時に音がするようにした飾り、軾ショク(車の前部の手摺)に付ける鈴(すず)、同「鉌」、軛(くびき、牛馬の首に掛けるへ字状の馬具)に立てるように付けた飾りを「鸞」「鑾」{乗物(馬車)}。
日本。",和 → JPDB Kanji Freq: 367,漢字の読みを入力してください,Text
__完__全，__完__成，未__完__,カン,"［完］七級
音: カン／ガン 訓: 
意味: 全(すべ)て、全(まった)く。
欠点や不足がなく全てが揃(そろ)っている、また備(そな)わっている。
全てが揃って(整って)終わる、出来上がる、やり遂(と)げる。",完 → JPDB Kanji Freq: 366,漢字の読みを入力してください,Text
__婚__約，結__婚__，新__婚__,コン,"［婚］四級
音: コン 訓: 
意味: 娶る(めとる、他家の女性を妻として迎える)、嫁ぐ(とつぐ、他家の男性のところに妻として入る)、夫婦になる、同「昏」、「女昏」は黄昏(たそがれ)時に嫁を迎えて婚礼を行ったことから。
嫁よめ(息子の結婚相手の女性)の実家、婿の実家は「姻」",婚 → JPDB Kanji Freq: 365,漢字の読みを入力してください,Text
恐__怖__，畏__怖__,フ,"［怖］四級
音: フ／ホ 訓: こわ・い／おそ・れる／お・じける
意味: (身に迫って来るものに対して)恐れる、畏(おそ)れる、おどおどする、びくびくする、身を竦(すく)ませる、同「惶」。
お・じける、恐れで身が竦む。",怖 → JPDB Kanji Freq: 364,漢字の読みを入力してください,Text
__品__評，作__品__，上__品__,ヒン,"［品］八級
音: ヒン／ホン 訓: しな
意味: 物(もの)、多くの物、様々な物。
もの(人や物)の本質・価値・程度を判断する。
ものの値打ち、また価値、また程度・等級。",品 → JPDB Kanji Freq: 363,漢字の読みを入力してください,Text
__幸__福，不__幸__，行__幸__,コウ,"［幸］八級
音: コウ／ギョウ 訓: さいわ・い／しあわ・せ／さち
意味: 凶事を免れて運が良いさま、同「倖」。
(思い掛けない)喜ばしいことや良いこと、またそれが起きること、またその状態。
願う、希望する。
天子の寵愛を受ける、「寵愛を受けられるのは幸い」の意。
天子が他の地を訪れること、「天子にのお出ましいただくのは幸い」の意。",幸 → JPDB Kanji Freq: 362,漢字の読みを入力してください,Text
__常__備，日__常__，非__常__,ジョウ,"［常］六級
音: ショウ／ジョウ 訓: つね／つね・に／とこ
意味: 何時も、何時もと変わらない。
変わることなく一定の、長い間変わることがない。
普通の、一般的な。
長さの単位、1常=2尋、1尋=8尺、「尋常」は「普通の、一般的な」の意。
五常(ゴジョウ)、人が常に重んずべき五つの徳目(仁・義・礼・智・信)。",常 → JPDB Kanji Freq: 361,漢字の読みを入力してください,Text
__議__論，会__議__，異__議__,ギ,"［議］七級
音: ギ 訓: 
意味: 互いに意見を交わし合う。
物事の是非について意見を交わし合う、またそれよって適切な結論を得る。
文章様式の一種で、物事の理非についての意見を記述したもの。",議 → JPDB Kanji Freq: 360,漢字の読みを入力してください,Text
__望__郷，希__望__，人__望__,ボウ,"［望］七級
音: ボウ／モウ 訓: のぞ・む／もち
意味: 待っている人や物事の到着をまだかまだかと待つ、期待する、そうなって欲しいと思う。
(待ち望む方を)見やる、遠くを見やる。
仰ぎ見る、他から仰ぎ見られる。
もち、陰暦の十五日、満月の日。",望 → JPDB Kanji Freq: 359,漢字の読みを入力してください,Text
所__望__，大__望__，本__望__,モウ,"［望］七級
音: ボウ／モウ 訓: のぞ・む／もち
意味: 待っている人や物事の到着をまだかまだかと待つ、期待する、そうなって欲しいと思う。
(待ち望む方を)見やる、遠くを見やる。
仰ぎ見る、他から仰ぎ見られる。
もち、陰暦の十五日、満月の日。",望 → JPDB Kanji Freq: 359,漢字の読みを入力してください,Text
__計__算，__計__画，寒暖__計__,ケイ,"［計］九級
音: ケイ／ケ 訓: はか・る／はか・らう／はか・り／ばか・り
意味: ものの大小・多少を数(かぞ)える、また測(はか)る、また見積もる、見当をつける。
謀(はか)る、(あることについて、あることをするに先立って)どうしたらよいか(どういう方法がよいか)考える。
凡(おおよ)そ、概(おおむ)ね。
日～ばかり、～だけ。",計 → JPDB Kanji Freq: 358,漢字の読みを入力してください,Text
__広__大，__広__言，__広__義,コウ,"［広］九級
音: コウ 訓: ひろ・い／ひろ・がる／ひろ・める
意味: 周りに壁がなく天井が高い大きな建物、周りに遮(さえぎ)るものがなく大きく開(ひら)けているところ。
中心から外方向に大きい、四方八方に行き渡る。
左右・東西など横方向に大きい。",広 → JPDB Kanji Freq: 357,漢字の読みを入力してください,Text
__火__災，灯__火__，発__火__,カ,"［火］十級
音: カ 訓: ひ／ほ
意味: ものが燃える時に発生する光や色や炎や熱など。
ものが赤々と燃える、また焼く。
(火が勢いよく燃えるように、また顔を紅潮させて)怒る、(火が弾けるように)突然怒り出す。
(火が激しい勢いで燃え広がるように)差し迫ったさま。
五行(木・火・土・金・水)の一つ{五行}。
十二章紋の一つ{服飾(十二章紋)}。
七曜(日月火水木金土)の一つ。
軍隊で十人の兵で組織された隊、唐代ではで一火(兵十人)ごとに隊長を置き、五火を一団とした。
ひ、部首名。",火 → JPDB Kanji Freq: 356,漢字の読みを入力してください,Text
__普__通，__普__遍，__普__請,フ,"［普］四級
音: ホ／フ 訓: あまね・く
意味: 太陽の光がどこにも一様に偏(かたよ)りなく降り
偏りがないさま、一様にどこまでも行き渡るさま。",普 → JPDB Kanji Freq: 355,漢字の読みを入力してください,Text
__石__油，__石__材，岩__石__，宝__石__,セキ,"［石］十級
音: セキ／ジャク／コク／シャク 訓: いし
意味: 地殻を構成する鉱物で硬(かた)く塊(かたまり)状をしたもの、堅く塊状をしたもの、多く岩(いわ、山のように大きな石)よりも小さく、砂(すな、小さな粒状の石)よりも大きい塊を指す。
それに文字を彫り込んだもの、碑ヒ(いしぶみ)。
またそれを使った治療用の針、砭ヘン(いしばり、石針)。
またそれを使った打楽器、磬ケイ。
硬い、使いものにならない。
容量の単位、1石=10斗{各種単位}。
重量の単位、1石=4鈞=120斤{各種単位}。
いし、いしへん、部首名。",石 → JPDB Kanji Freq: 354,漢字の読みを入力してください,Text
__石__高，千__石__船,コク,"［石］十級
音: セキ／ジャク／コク／シャク 訓: いし
意味: 地殻を構成する鉱物で硬(かた)く塊(かたまり)状をしたもの、堅く塊状をしたもの、多く岩(いわ、山のように大きな石)よりも小さく、砂(すな、小さな粒状の石)よりも大きい塊を指す。
それに文字を彫り込んだもの、碑ヒ(いしぶみ)。
またそれを使った治療用の針、砭ヘン(いしばり、石針)。
またそれを使った打楽器、磬ケイ。
硬い、使いものにならない。
容量の単位、1石=10斗{各種単位}。
重量の単位、1石=4鈞=120斤{各種単位}。
いし、いしへん、部首名。",石 → JPDB Kanji Freq: 354,漢字の読みを入力してください,Text
"磁__石__
❶鉄を引きつける性質をもつ物。
❷針の位置から南北の方角を知るのに使う道具。コンパス。",シャク,"［石］十級
音: セキ／ジャク／コク／シャク 訓: いし
意味: 地殻を構成する鉱物で硬(かた)く塊(かたまり)状をしたもの、堅く塊状をしたもの、多く岩(いわ、山のように大きな石)よりも小さく、砂(すな、小さな粒状の石)よりも大きい塊を指す。
それに文字を彫り込んだもの、碑ヒ(いしぶみ)。
またそれを使った治療用の針、砭ヘン(いしばり、石針)。
またそれを使った打楽器、磬ケイ。
硬い、使いものにならない。
容量の単位、1石=10斗{各種単位}。
重量の単位、1石=4鈞=120斤{各種単位}。
いし、いしへん、部首名。",石 → JPDB Kanji Freq: 354,漢字の読みを入力してください,Text
__赤__道，__赤__貧，発__赤__,セキ,"［赤］十級
音: セキ／シャク 訓: あか／あか・い
意味: 南方の色、赤道(セキドウ)、(「あらゆるものを焼き尽くすような太陽の強い光や熱の色」の意かと思われる)。
顔や体が火照(ほて)ったときの色、ものが焼けるときの色、血の色、紅コウ(べに、やや薄い赤色)や朱シュ(濃い赤色)など、またその濃淡色を含む色の総称。
(生まれたばかりの子が赤いことから)裸の、何も纏(まと)っていない、剥(む)き出しの。
何もない、赤地(セキチ)(焼き払ったように何もない土地、不毛の地)」。
嘘偽りがない、、赤心(セキシン)(誠まこと、真心まごころ)」。
あか、あかへん、部首名。",赤 → JPDB Kanji Freq: 353,漢字の読みを入力してください,Text
"__赤__銅
銅と金と銀とをまぜ合わせて作った金属。",シャク,"［赤］十級
音: セキ／シャク 訓: あか／あか・い
意味: 南方の色、赤道(セキドウ)、(「あらゆるものを焼き尽くすような太陽の強い光や熱の色」の意かと思われる)。
顔や体が火照(ほて)ったときの色、ものが焼けるときの色、血の色、紅コウ(べに、やや薄い赤色)や朱シュ(濃い赤色)など、またその濃淡色を含む色の総称。
(生まれたばかりの子が赤いことから)裸の、何も纏(まと)っていない、剥(む)き出しの。
何もない、赤地(セキチ)(焼き払ったように何もない土地、不毛の地)」。
嘘偽りがない、、赤心(セキシン)(誠まこと、真心まごころ)」。
あか、あかへん、部首名。",赤 → JPDB Kanji Freq: 353,漢字の読みを入力してください,Text
