Question,Answers,Comment,Instructions
"母 「たかし、宿題は終わったの?」たかし「まだ終わってない。今日の宿題、難しくて、全然(　　)」
 1. わかんないんだもん 
 2. わかんないもんか 
 3. わかんないんだっけ 
 4. わかんないからって",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"新市長に当選した上田氏は「選挙中に掲げた政策を、市長として私自らが先頭に立って実行して(　　)。」と決意を述べた。
 1. まいります 
 2. 願います 
 3. いたします 
 4. 頂戴します",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"最先端の実験設備を持った ABC研究所の研究施設は、日本一(　　)だろう。
 1. の疑いがある 
 2. を余儀なくさせる 
 3. よりほかはない 
 4. といっても過言ではない",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"課題の締め切り前になると、もっと時間があればと思うが、(　　)、きっと遊んでしまうのだろうとも思う。
 1. あるにはあるが 
 2. あったらあったで 
 3. あるとないとでは 
 4. あったりなかったりで",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"子供サッカー教室に、プロサッカー選手の上田幸太が参加した。上田選手が来ることは参加者には(　　)、突然の登場にみんな驚いていた。
 1. 知られつつも 
 2. 知らされておらず 
 3. 知らされていないと 
 4. 知られたためか",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今回の最優秀作品に対して、審査員たちは、「こんな瞬間を写真に収めることができたなんて、まさに奇跡(　　)」と絶賛している。
 1. とでも言えばいい 
 2. とすら言おうとしない 
 3. としか言いようがない 
 4. と言ってもしかたがない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"不況の影響で、多くの企業が事業の縮小や延期、さらには事業からの撤退( )余儀なくされている。
 1. を 
 2. で 
 3. と 
 4. に",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"一度ついてしまった癖は、( )簡単には直らないものだ。
 1. そう 
 2. たとえ 
 3. そのうち 
 4. いったい",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"半年後に大学受験( )、アイドルの西田アキは現在活動を休止している。
 1. を基にして 
 2. を控えて 
 3. をもって 
 4. をめぐって",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"結婚2年目の記念に、娘が遊園地のペアチケットをプレゼントしてくれた。いまさら夫婦二人で遊園地( )と思ったが、行ってみたら意外と楽しめた。
 1. にすぎない 
 2. ならではだ 
 3. でもあるまい 
 4. のようなものだ",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(手紙で) 毎日を迎え、お忙しい毎日をお過ごしのことと( )が、お変わりありませんでしょうか。
 1. いたします 
 2. 承りします 
 3. 存じます 
 4. 申し上げます",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"駐車場に着いて、車から( )、ザーッと大粒の雨が降ってきた。
 1. 出るようにしたとたんに 
 2. 出ようとしたとたんに 
 3. 出るようにするにつれて 
 4. 出るようとするにつれて",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"取引先との打ち合わせで、「御社で」と( )、誤って「弊社で」と言ってしまい、相手を混乱させてしまった。
 1. 言うのにひきかえ 
 2. 言ったことにしても 
 3. 言うべきところを 
 4. 言ったつもりはないのに",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"この映画は主役の演技が良くない。ほかの俳優については( )、実にもったいない。
 1. 文句のつけようがないのか 
 2. 文句のつけようがないだけに 
 3. 文句をつけずにはいられないのか 
 4. 文句をつけずにはいられないだけに",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"こんなに天気が良くなるなら、レインコートなんて、着て( )。
 1. きたんだった 
 2. くるんだった 
 3. きたんじゃなかった 
 4. くるんじゃなかった",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"夕方の飛行機で帰ろうと思っていたが、台風の進路によっては午後の便がすべて欠航に（　)。今夜の宿 を探しておいたほうがよさそうだ。
 1. なるにこしたことはない 
 2. なりそうですらない 
 3. なっているはずがない 
 4. ならないともかぎらない",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"山川鉄道は、3月で開業90周年を迎えるの ( )最新型車両を導入し、15日から運営運転を開始する。
 1. を限りに 
 2. を皮切りに 
 3. をよそに 
 4. を機に",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"いかなる理論でも、データによって実証されなければ多くの人に ( )しない。
 1. 受け入れは 
 2. 受け入れられは 
 3. 受け入れられては 
 4. 受け入れられることは",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(テレビのコマーシャルで)
「こちらは添加物を( ) 使用していない、ヘルシーな食用油です。 」
 1. いっさい 
 2. とても 
 3. きっと 
 4. まさか",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「今回のプロジェクトを任され、その責任の重さに身が引き締まる(
)です。」
 1. 考え 
 2. 見込み 
 3. 思い 
 4. 始末",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「このたびは、私どもの商品発送ミスにより、お客様に大変ご迷惑をかけましたことを深く ( )。申し訳ございませんでした。」
 1. わびていただきます 
 2. わびていらっしゃいます 
 3. おわびいただきます 
 4. おわび申し上げます",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"上司:「君、 困る ( )資料にミスがあったぞ。君のせいで大恥をかいたよ。」
部下: 「すみません。 うっかりしておりまして・・・」
 1. じゃないか 
 2. のではないか 
 3. じゃないのか 
 4. のではないのか",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"地球温暖化抑制への貢献が、ここ10年あまりの間に、優良企業の条件の一つ( )ようだ。
 1. としうる 
 2. となりうる 
 3. としつつある 
 4. となりつつある",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"子ども: 「お母さん、 来週の日曜日、 さくら山に行ってもいい?」

母親 「だめよ。 今の季節、あの山にはハチがたくさん出るのよ。万が一、(
)大変でしょ。」
 1. 刺されさえしたら 
 2. 刺されでもしたら 
 3. 刺させるなどしても 
 4. 刺させるくらいしても",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"自慢する ( )が、私は入社以来10年、一度も遅刻をしたことがない。
 1. だけのことではない 
 2. ほどのことではない 
 3. だけのことに過ぎない 
 4. ほどのことに過ぎない",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「いくら注意しても、後輩が同じ失敗を繰り返します。私は注意し続けるべきでしょうか。それとも本人が気づくま で、もう何も言う( )。」
 1. べきでしょうか 
 2. べきなのでしょうか 
 3. べきではないのでしょうか 
 4. べきなのではないでしょうか",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"政治評論家の山田氏は「方法( )、現状を打開する必要がある」と説く
 1. としても 
 2. だけでなく 
 3. はどうあれ 
 4. にかわって",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A 社は、製品の成分表示に誤りがあったことについて謝罪したが、品質には( )問題はないと強調し た。
 1. かりに 
 2. なんら 
 3. なかなか 
 4. あまりにも",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"あの時すぐに治療しておけばよかった( )、ほうっておくからあっかしてしまったんだ。
 1. ば かりに 
 2. ことを 
 3. ために 
 4. ものを",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"昨日行ったそば屋は、たくさん人が並んでいたので( )、意外にもすぐに席に案内された。
 1. 待たされたかと思えば 
 2. 待たされることと思い 
 3. 待たされるかと思いきや 
 4. 待たされたことと思うが",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"妹「来月の私の誕生日、財布を買ってくれるんだよね?」

兄「え?そんなこと言ったつけ?
妹「言ったよ。自分から( )忘れるなんて信じられない。」
 1. 言えたけど 
 2. 言っといて 
 3. 言ったせいで 
 4. 言ってたとすると",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"先生 に( )、地元の名物料理をお出ししたいと思います。
 1. おいでくださるにしては 
 2. おいでいただくにしては 
 3. おいでくださるからには 
 4. おいでいただくからには",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"仕事が忙しくて、今年は旅行( )。
 1. に過ぎない 
 2. どころではない 
 3. にほかならない 
 4. といっても過言ではない",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"中村「山田さんは本当に猫が好きなんだね。今日のバッグも猫の絵柄だし」
 山田「うん。でも、あんまり持ち物が猫柄ばかりなんで、家族から『猫 好き()だろう』って言われたりする」。
 1. のかぎりではない 
 2. のことにかぎる 
 3. にもほどがある 
 4. にあるほどでもない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"私の夢を応援してくれた人たちに心から感謝している。特に、いつもそばで支えてくれた両親にはど んなに()。
 1. 感謝してもしきれない 
 2. 感謝しようにもできない 
 3. 感謝しすぎることはない 
 4. 感謝したくてたまらない",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"バイオリンは、半年レッスンを受けても、曲が弾けるレベルにまで上達するのは難しく、せいぜい正しい 持ち方ができる()そうだ。
 1. いようになるぐらいだ 
 2. ようになるほどだ 
 3. ようにはならないだけだ 
 4. ようにはならないはずだ",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"このカメラは、プロの写真家( )、普通の人間には使いこなせないだろ
 1. はおろか 
 2. ならまだしも 
 3. どころではなく 
 4. に比して",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"3000mを超える冬山に、十分な装備もなく単独で登るのは、( ) 極まりない行為だ。
 1. 危険 
 2. 危険の 
 3. 危険な 
 4. 危険に",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"新作ケーム機の発売イベントは、今週末に東京でん( )、全国を巡回していく予定だ。
 1. 開催されてのを皮切りに 
 2. 開催されるや否や 
 3. 開催されたとたんに 
 4. 開催されて以来",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"彼は目転車がよほど好きらしい。( )、 毎日楽しそうに目転車で通動してくる。
 1. 雨とも雪とも 
 2. 雨でもなく雪でもなく 
 3. 雨というか雪というか 
 4. 雨だろうと雪だろうと",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「口は災いのもと」というのは、余計なことをついて( )、自らに災いが降りか かるという意味です。
 1. 言ってみたばかり 
 2. 言ってみたとおり 
 3. 言ってしまったばかりに 
 4. 言ってしまったとおりにく",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"歯医者「歯を磨くときに、汚れをく( )、強い力で磨いてしまいがちですが、カを入れすぎると、歯を傷つけてしまいます。優しく磨きましょう。」
 1. 落とそうとするあまり 
 2. 落とそうとしたわりに 
 3. 落とせばいしのであれば 
 4. 落とせばいいかというと",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"河川の清掃活動の指揮を任された山田さんは、「大変な仕事ですが、( ) と思っています」と語った。
 1. やってやることがない 
 2. やってもやるべきではない 
 3. やってもやれるものでもない 
 4. やってやれないことはない",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"就職先は慎重に選ばないと「こんなはずではなかった」( )。
 1. といったようにはしかねるく 
 2. といったようにならない 
 3. ということになりかねない 
 4. ということにはなりえない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"X 社は経営に行き詰まっている。今回の成果主義導入も、労働意欲向上 のためとはいうが、結局は人件費削減を正当化するための口実( )。
 1. になどせぬ 
 2. にすぎまい 
 3. でかまわぬ 
 4. でもあるまい",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(メールで)

初めてご連絡いたします。南市生涯学習課の中島と申します。当市では、来年度、生涯学習をテーマにした講演会を企画しております。つきましては、林先生にぜひご講演をお願 いしたく、( )。
 1. ご連絡を承りました 
 2. ご連絡した次第です 
 3. ご連絡をくださいました 
 4. ご連絡したことです",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"このお寺は、釘などの金属類は( )使わず、木材だけで建てられているそうだ。
 1. あまりに 
 2. いっさい 
 3. できれば 
 4. どうしても",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"旅館の窓から見えた山々は紅葉で鮮やかに色づいており、 澄んだ青空 ( )、 なんとも美しかった。
 1. を経て 
 2. を基に 
 3. と相まって 
 4. と引きかえに",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"ふるさとの美しい海を見る(  )、 この美しい海がいつまでもこのまま であってほしいと思う。
 1. につけ 
 2. にせよ 
 3. とはいえ 
 4. というのは",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"マラソン大会から帰るとき、 電車はすいていたが、 一度座ったら ( )疲れていたので、 ずっと立っていた。
 1. 立ち上がってはいけないなんて 
 2. 立ち上がれそうにないなんて 
 3. 立ち上がってはいけないぐらい 
 4. 立ち上がれそうにないぐらい",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"健康的な生活を送るためには睡眠時間を十分にとる必要があるが、 ただ長く( )、そうではない。 時間だけでなく睡眠の質も重要だ。
 1. 眠ればいいかというと 
 2. 眠ればいいというより 
 3. 眠ってもいいかというと 
 4. 眠ってもいいというより",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"さくら小学校では、児童数が増加して、それまでの教室数では対応 ( )、今年新しい校舎が建設された。
 1. しきれなくなったからには 
 2. しきれなくなったことから 
 3. するほかなくなったからには 
 4. するほかなくなったことから",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"ABC 遊園地はオープンからまもなく1年を迎える。 総来場者数は、 先月末の時点850万人に上り、 一周年となる来月には1000万人を超える( )という。
 1. 限りだ 
 2. 最中だ 
 3. 見込みだ 
 4. 一方だ",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"アルバイトを終えて帰ってきたが、 のんびり( )。 明日提出するレポートを完成させなければならない。
 1. するしかない 
 2. してしかたがない 
 3. するまでもない 
 4. てはいられない",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A「あれ、 ぜいたくのぜいって、漢字でどう( )?」

B「え、私も思い出せない」
 1. 書くんだよね 
 2. 書くんだっけ 
 3. 書けるんだよね 
 4. 書けるんだっけ",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"私としては( )のだが、妻は私の一言に感動したらしく、泣かれてしまった。
 1. 泣くつもりはなかった 
 2. 泣かせるつもりはなかった 
 3. 泣きたくてたまらなかった 
 4. 泣かせたくてたまらなかった",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"100 年の伝統を誇るこの旅館のサービスには、老舗旅館( )細やかな心遣いが感じ られる。
 1. ごときの 
 2. がらみの 
 3. ほどまでの 
 4. ならではの",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"新入社員のころ、取引先の担当者の名前を間違えた( )、契約してもらえなかったこ とがある。
 1. なんて 
 2. 以上は 
 3. ばかりに 
 4. かと思うと",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"これまで森さんのことなど何とも思っていなかった。( )最近、なぜか急に恋愛対象 として意識するようになってしまった。
 1. それは 
 2. それも 
 3. それか 
 4. それが",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"自動車の新社長に就任した山下春好さんは、会見で、「私が持つノウハウ( )、早期 の黒字化が図れると確信している。」と述べた。
 1. とあってか 
 2. とあってさえ 
 3. にとってみれば 
 4. をもってすれば",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"できない理由ばかりを探して、( )あきらめてしまう人に、成長はない。
 1. やってもいないうちから 
 2. やることはないにしろ 
 3. やりようがないにもかかわらず 
 4. やってしまってからでないと",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A「ねえ、この漫画、面白いよ。」

B「興味ない。」
A「そんなこと言って。本当は読んでみたくてしかたが( )。」
 1. なくちゃ 
 2. ないけど 
 3. ないくせに 
 4. なくたって",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"次の試合の相手とは前回の大会で一度( )。前回は負けたが、今回は絶対に勝ちたい。
 1. 対戦している 
 2. 対戦してくる 
 3. 対戦してみる 
 4. 対戦していく",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(旅館のパンプレットで)

電車でお越しのお客様は、最寄りの森川駅までスタッフがお迎えに( )ので、前日ま でにご到着予定時間をおしらせください。
 1. 見えます 
 2. あがります 
 3. くださいます 
 4. さし上げます",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"夕べは、せっかく北山まで夜景を見に行ったのに、ものすごい強風と寒さで、夜景を( )。
 1. 楽しまずにはいられなかった 
 2. 楽しめないことはなかった 
 3. 楽しむどころではなかった 
 4. 楽しむつもりはなかった",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(会社で)
A「知っています?部長が、売り上げを半年で5倍にするって言っているらしいですよ。」
B「5倍?ありえないよ。どう考えてもさすがに( )。」
 A「そうですよね。無理ですよね。」
 1. 無理するもんだ 
 2. 無理するもんか 
 3. 無理ってもんだ 
 4. 無理なもんか",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"X 医院は、患者を\_\_\_ \_\_\_ \___★__\_ \_\_\_近々予約制を導入す
るらしい。
 1. 待たせる 
 2. 診察できる 
 3. ように 
 4. ことなく",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"昨日、友人から野菜ジュースをたくさんもらった。一人暮らしだとインス
タント食品ばかり食べてしまって\_\_\_ \_\_\_ \___★__\_ \_\_\_ありがたい。
 1. だけに 
 2. になり 
 3. がちな 
 4. 野菜不足",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"（ホームぺージーで）

Q：洗剤をたくさん使ったほうが、洗濯物がきれいになりますか。

A：洗濯物を\_\_\_ \_\_\_ \___★__\_ \_\_\_悪臭の原因にもなります。適量を守りましょう。
 1. 洗剤をたくさん入れればいいかといえば 
 2. 逆にすすぎ切れなかったりして 
 3. きれいに洗うには 
 4. そうではなく",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"この町には、大正初期に建てられた洋館があるらしい。前々から\_\_\_ \_\_\_ \___★__\_ \_\_\_帰ることはできない。
 1. 私としては 
 2. 近代建築に興味がある 
 3. その洋館を見ずに 
 4. それを知ったからには",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"私は、\_\_\_ \_\_\_ \___★__\_ \_\_\_と思い、校内に畑を作って生
徒たちに野菜を育てさせることを校長に提案した。
 1. 農業を身近なものとして 
 2. 食べるということが 
 3. 考えるきっかけになれば 
 4. 育てた野菜を収穫して",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"スピーチプレゼンテーションにおいて、ジェスチャーを使いながら話すのは\_\_\_ \_\_\_ \___★__\_ \_\_\_印象を悪くすることもあるので注意が必要だ。
 1. あまりに 
 2. 効果的である反面 
 3. かえって 
 4. 大きすぎるジェスチャーは",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"今や、書籍や衣料品だけでなく生鮮食品も、インターネット\_\_\_ \_\_\_ \___★__\_ \_\_\_時代である。
 1. 自宅にいながらにして 
 2. 手軽に購入できる 
 3. 環境があれば 
 4. アクセスが可能な",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"よく似た昆虫の判別は大変難しいという。中には、かなり\_\_\_ \_\_\_ \___★__\_ \_\_\_場合もあるそうだ。
 1. 判別が難しい 
 2. 昆虫学者でさえも 
 3. 経験を積んだ 
 4. 迷うほど",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"今年の\_\_\_ \_\_\_ \___★__\_ \_\_\_気持ちのほうが大きかった。
 1. 転職にあたり 
 2. うそになるが 
 3. 少しも不安がなかったといえば 
 4. 新たなことに挑戦できてうれしいという",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"北山市は\_\_\_ \_\_\_ \___★__\_ \_\_\_のどかなところだった。
 1. 人口10万人を超える都市となったが 
 2. 北山駅周辺以外にはほとんど何もない 
 3. 今でこそ 
 4. 30年前までは",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"高級車には憧れるが、私の給料では宝くじに\_\_\_ \_\_\_ \___★__\_ \_\_\_一生買えそうにない。
 1. しない 
 2. でも 
 3. 当たり 
 4. かぎり",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"年中無休で営業していて、私たちの日常生活に欠かせない\_\_\_ \_\_\_ \___★__\_ \_\_\_店舗も出てきているらしい。
 1. コンビニだが 
 2. 定休日を設ける 
 3. 近年の人手不足などにより 
 4. 存在である",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"3歳の娘は毎日同じアニメのDVDを楽しそうに見ている。いくら\_\_\_ \_\_\_ \___★__\_ \_\_\_その様子がない。
 1. 好きだからといって 
 2. 飽きそうなものなのに 
 3. 一向に 
 4. 毎日見ていたら",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"医者 「よく寝ているはずなのに日中眠い、 夜中に何度も目が覚める\_\_\_ \_\_\_ \___★__\_ \_\_\_可能性があります。 睡眠のことでお悩みの方は、
一度医療機関を受診されることをお勧めします。」
 1. なんらかの病気の 
 2. といった 
 3. 睡眠に関する症状は 
 4. サインである",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"先日、環境問題をテーマにしたシンポジウムに参加し、 専門家による\_\_\_ \_\_\_ \___★__\_ \_\_\_深く考えさせられた。
 1. 現状について 
 2. 便利で快適な暮らしと引き換えに 
 3. 講演を聞いて 
 4. 限りある大切な資源が失われつつある",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"当社が先月発売したパソコンについて、印刷の\_\_\_ \_\_\_ \___★__\_ \_\_\_ことが判明しました。
 1. マニュアルに誤りがある 
 2. 設定ができないとの 
 3. 問い合わせが複数寄せられ 
 4. 調査したところ",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"このフライパンは、さすが\_\_\_ \_\_\_ \___★__\_ \_\_\_とても使いやすい。
 1. 森さんが 
 2. だけあって 
 3. 勧める 
 4. 料理が上手な",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"最後に見た映画が\_\_\_ \_\_\_ \___★__\_ \_\_\_映画を見ていない。
 1. ほど 
 2. 何だったのかも 
 3. 思い出せない 
 4. 久しく",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"学生から提出された論文の中に面白いものがあった。私が\_\_\_ \_\_\_ \___★__\_ \_\_\_これまでにない。
 1. 知る限りでは 
 2. 論文は 
 3. 分析している。 
 4. このアプローチで",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"このレシピ本は、ふだん料理をしない人でも\_\_\_ \_\_\_ \___★__\_ \_\_\_評判になっているそうだ。
 1. 若い人の間で 
 2. 調理するだけで 
 3. レシピに沿って 
 4. 簡単に本格的な料理が作れると",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"みなみ水族館はふだんから来館者が多いが、先日ペンギンの赤ちゃんが生まれた\_\_\_ \_\_\_ \___★__\_ \_\_\_いつも以上ににぎわっている。
 1. 多くの人で 
 2. こともあって 
 3. という 
 4. 赤ちゃんを一目見よう",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"新社長は労働条件に問題はないと考えているようだが、実態をわかっていない。労働条件\_\_\_ \_\_\_ \___★__\_ \_\_\_が業績向上だ。
 1. の 
 2. なくして 
 3. 何 
 4. 改善",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"現代の映画音楽界で、作品の世界観に合わせて、\_\_\_ \_\_\_ \___★__\_ \_\_\_だろう。
 1. 彼女以上に優れている 
 2. 才能にかけては 
 3. 作曲家はまずいない 
 4. 音楽を作る",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"ゼミの教え子たちが新しい技術るを使ったソーラーカーの開発に成功した実用化が近いとされている\_\_\_ \_\_\_ \___★__\_ \_\_\_効率よく走れるものができたと思う。
 1. それなりに 
 2. ものには 
 3. A社が開発した 
 4. 遠く及ばないにしろ",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"これまでにないウェディングドレスを作ろうと思い、デザイン画を描いては\_\_\_ \_\_\_ \___★__\_ \_\_\_やっと納得のいくものができた。
 1. を 
 2. 数十回 
 3. 直す 
 4. 繰り返すこと",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"36 大学入試では、試験当日初めてその大学に行き、迷ってしまった\_\_\_ \_\_\_ \___★__\_ \_\_\_事前に見学しておくとよい。
 1. ない 
 2. という 
 3. ように 
 4. ことの",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"37 趣味を持つのは良いことだと思いますが、家庭を犠牲\_\_\_ \_\_\_ \___★__\_ \_\_\_、それはちょっと問題です。
 1. となる 
 2. まで 
 3. と 
 4. にして",1,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"38 管理職になったら、たとえ\_\_\_ \_\_\_ \___★__\_ \_\_\_部下の失敗も引き受けるというくらいの覚悟がなくてはならない。
 1. だとして 
 2. がなくても 
 3. 自分には責任 
 4. 自分の責任",4,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"39\_\_\_ \_\_\_ \___★__\_ \_\_\_小さな町工場だった。
 1. もともとは 
 2. 我が社だが 
 3. 今でこそ 
 4. 一流企業と言われる",2,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
"40 新番組でこれまでにない役柄を演じる俳優の上田秋さん。役作りに悩んでいる\_\_\_ \_\_\_ \___★__\_ \_\_\_という。
 1. と 
 2. そうでもない 
 3. 思いきや 
 4. のか",3,,問題\6次の文の、\_★\_に入る最もよいものを、1・2・3・4から一つ選びなさい。
